Protein1,Protein2
Q96T52,Q9NYI0
O75934,Q96DE0
P06733,P51617
O75145,Q96B97
Q69YN4,O15155
A6NIH7,Q00987
Q8IYP9,Q92805
P49761,Q7Z6Z7
O95503,O75694
P46937,P36507
P14866,Q96MT8
P56945,Q8TES7
P30566,O75616
P68400,Q05048
Q9UQ80,P13693
Q93034,Q5JR59
Q15386,P55196
P42566,Q8NFZ5
Q7Z2W9,O75616
P51116,Q99615
Q96MF7,P42338
Q9HCS7,Q504Q3
Q6W2J9,P55209
P78344,A6NEM1
P10721,Q9HCE1
P35222,O75694
O75530,Q86T90
Q8N4C6,Q8NI27
Q9UPS6,Q9Y2I7
Q03518,Q9H2J7
Q13137,Q86TS9
Q07889,Q5T440
Q9UER7,Q8N4C6
Q7Z6J0,Q14966
P51957,Q5VZ89
O43639,Q5JTH9
P06400,P30085
Q13084,Q9UJZ1
Q9P2E9,O94983
Q14BN4,Q14315
Q96A37,Q02156
Q14005,Q92667
Q05682,Q9UG01
Q9Y2T3,O75554
Q66GS9,Q9Y5M8
P29597,Q5BJF6
P36894,O14908
Q9BZV1,Q01081
Q13200,P56945
Q96D71,P11182
P42695,P17980
Q969H0,Q9Y6I3
Q13242,Q6UX04
Q15029,P78545
P50613,Q96NT1
Q13137,Q96PK6
Q9UNE7,Q9HC52
P51116,Q13439
Q9BYV6,O75962
P31943,Q6XZF7
Q9H9L3,Q53HL2
P17980,O00257
Q9GZT3,Q9BZF1
Q13322,Q7Z6Z7
Q9UBD5,P35713
Q14258,Q96T51
Q6RW13,Q6ZNE5
Q9HC52,Q9UBE0
Q9H8Y8,Q14204
O15061,Q05397
P25205,Q9H0N5
Q01844,O75925
Q12873,Q00610
O95235,Q8NB46
P54252,P51570
O75449,Q7Z3B4
O14654,P23246
P07910,P19838
Q9H074,Q13627
O15226,Q8ND24
P60059,Q9NP79
Q6KC79,O00443
Q16659,P62873
Q99758,Q9BSI4
Q14258,P85298
O14579,Q4G0J3
Q9UPN9,Q4VCS5
P98175,Q13387
Q92804,Q9P299
Q9ULH0,P78344
Q9NZD2,Q13148
Q5PSV4,Q9H6R6
Q96QG7,Q9Y6M9
Q15669,P42694
Q9HCU5,O95817
A2RRH5,Q05682
Q9Y275,O94874
Q9C0F1,P10636
Q7Z6Z7,Q9Y2B0
Q9BYM8,P62191
O14776,P49736
P35228,Q9H0B6
Q13287,Q99417
Q13425,Q9BSD7
O43663,Q9UHD8
P18859,Q9UHD2
Q12849,Q12797
P08559,Q9UNM6
Q9NRG9,Q8TES7
Q96GR4,Q8N6Y0
Q14194,Q68CZ1
Q9BV68,Q8IUR7
Q6N021,Q9H7D0
O75494,P09972
Q9HAD4,Q92878
O14578,P62258
Q7Z7G1,P23497
Q92538,Q96PC5
Q9P2D1,Q92667
O95295,Q9UM54
O60313,Q02156
P02489,Q96T52
O75323,Q15051
Q7KZ85,Q86YT6
Q71F23,Q9H4M7
Q01970,Q9NRL3
Q12899,Q15637
P14866,Q14005
Q8TD19,Q9BXW9
Q8NEJ9,O00560
Q5S007,Q86UR1
Q15363,P42696
P04843,O95235
P62873,Q96D46
P29965,O75323
Q9NRD5,Q9Y4W6
Q9Y5B0,P62258
P62258,Q8N5H7
Q9GZL7,O95163
Q8IXZ2,Q9UKV3
P15056,Q8NDC4
Q9Y383,Q9BQG0
Q99640,Q6PID6
O60841,P51991
Q9BXW9,Q86UY6
Q15311,P53041
P49720,Q96T17
Q9H611,O43924
Q8TDC3,Q6P2E9
Q15007,Q12873
P09619,Q17RY0
Q9NQW6,Q7L0Q8
O14965,Q9Y2J4
Q8TD43,Q9NQZ2
P23508,P62304
P62304,P60228
P56545,Q9BYF1
Q96AC1,Q9P2R7
Q16666,Q8TBF4
Q8IWJ2,P58107
Q9UN86,Q14247
Q9UPQ7,Q9Y2M0
Q96KQ4,Q8N0S2
Q5SW79,O75494
Q9UGI0,Q86VP1
Q8WV16,Q9HC52
O94906,Q05086
Q86VM9,Q96QZ7
P38398,Q15118
Q9UK96,Q13114
Q8IYI6,Q15050
Q96LB3,P62995
P51149,Q99558
Q8NFZ5,Q93034
O15016,P25205
Q5T5P2,P61964
P55072,O43542
P02545,P62826
Q9H792,P52815
Q6P2C8,Q9NR31
Q8N7R7,Q9BTX1
O75935,Q14254
Q9UBQ5,Q02880
Q99807,P06400
Q9BXM7,Q12846
O94972,O15013
P42773,Q9Y6M1
Q9UQQ2,P46940
Q8NC56,P40939
P38398,Q8N3E9
P23588,Q07666
Q69YN4,Q9NS91
O00408,Q676U5
P42336,Q13596
O43303,Q8IUH3
Q9H4M7,Q6ZW31
Q96JN2,Q5JSH3
P07910,Q12849
P49815,Q27J81
P33981,O75208
O94864,Q12955
P09619,P53990
Q969X5,O95447
O00267,O75486
P31943,Q14847
Q8WXA9,Q92538
Q13625,Q14999
Q13618,P42356
P42694,Q9Y4J8
Q9Y620,P51991
Q9H4B6,P52735
Q9HCE7,Q9UGY1
Q9UQF2,Q6WCQ1
Q8NAA4,P25963
Q9HBD1,P36543
P54252,O75791
Q14258,Q15058
O60858,O95817
O43303,Q18PE1
Q99700,Q01105
Q9NZC9,Q9UHW5
Q6KC79,Q96E11
Q2M1P5,Q9Y297
Q9H4M7,Q9P1U1
Q13310,Q8TEX9
Q96AJ1,Q6P2Q9
Q92769,O60930
P43405,P46940
Q15058,P61964
O14641,Q96J65
O15143,Q92538
Q96R06,Q9UHR4
Q14318,P49761
P14866,Q92615
P32970,A8MQ27
Q9P2E9,Q9C0C2
Q12965,P50613
P56945,P35527
Q9NWB7,Q12933
Q9C0B0,O95816
Q86Y82,Q8NDC0
P62913,Q96ST3
Q08426,Q92599
P35240,P20290
Q9NRA8,Q9BWG6
O75787,Q58A45
Q9HAU0,Q96MH7
O00499,Q96B97
Q9NVU0,Q6P3W7
O94983,Q13137
Q9P0L0,O15212
Q69YN4,Q86WJ1
Q96H55,Q00059
Q9Y5Q9,Q9Y3S1
Q8TBK6,Q9HCH0
Q5HYK7,Q96RK0
O14578,Q9Y275
Q53T59,P35240
P36957,O14979
Q9NRD5,Q14999
P37173,Q8NFH8
Q5VYY1,O43482
Q9UHD2,Q9BYN8
Q9BSC4,Q92945
Q14318,O43390
O43809,Q4G0J3
P0C1Z6,Q709C8
Q9C0B0,Q8N5V2
P17980,Q01804
A2RRP1,Q9BZF9
Q8N684,Q92797
Q86SQ7,Q5T7N2
P02649,Q63ZY3
Q08379,Q5M775
Q6NXE6,Q92804
Q15058,Q7L804
P23588,Q8NFH3
P42566,O95235
Q9Y2X7,P50748
Q9H0H5,Q2TAC2
P78362,O75582
Q9P2N2,P06753
Q13200,Q9H4A3
Q96NL6,P27708
Q9ULH0,Q5M775
Q9Y3Z3,P21860
Q9NQS7,Q9HCE7
Q16512,O14745
Q9UNK0,Q9UPN3
P26378,O14578
P36894,Q9UDY2
O00203,Q9GZS3
Q9UJW9,Q9BYF1
Q9H0H5,P43307
Q9Y2J4,Q9P0L0
Q8TCJ0,Q96RL7
Q96EV8,Q13620
Q9Y3D6,Q14980
Q13554,Q9BVG8
P43034,Q8TCJ0
P42696,P46937
O95071,Q15075
P61011,Q0D2I5
Q9NTJ5,Q99871
Q8NDW8,Q9Y3D6
Q96PK6,O15230
Q52M75,P25787
O75935,Q6ZU52
P62308,P52732
P35251,Q15653
Q96R06,Q92567
Q7L5Y9,O95749
Q9UHB9,P49638
Q15118,Q86V81
P19525,Q6ZWJ1
Q7Z6J0,Q6UB35
Q00534,Q15758
O00763,Q9H8V3
P37198,O14744
Q86W92,Q13163
Q9BXL8,Q9P219
Q14258,O14776
P40926,Q9NVC6
P31943,Q5SQN1
Q9UKG1,Q8N488
Q05655,Q12965
P50570,Q15006
P14866,P48736
Q99816,P19174
P54819,Q13501
Q6P3W7,Q9NS91
O60645,O15530
Q96NW4,P50570
Q9Y2X0,Q02241
P43307,Q14244
O43252,O43896
Q9BRK4,Q7Z698
P38398,Q13620
Q13188,P61978
P46934,O95900
P51948,Q14254
Q8NEN9,Q6ZNL6
Q08426,Q63ZY3
Q8N6Y0,Q9NUQ6
P14868,Q8NHY3
Q6P2Q9,Q8NDV7
O00267,O75410
Q8TDY2,Q9Y2X7
Q5SW96,Q8N9I9
Q13618,P58546
Q9Y297,Q9H4M7
Q9Y3L3,Q9BR77
Q9H4M7,Q9UPQ7
P19878,Q8N6T3
O00212,Q9NSE2
Q9HD26,P46821
P54257,P23246
O94979,Q8TAM2
Q5W5X9,Q13263
Q9Y6J0,P84098
P62995,O75694
P17980,Q14677
P13639,Q9NQB0
Q9H967,Q15058
Q69YN4,Q99426
P51116,Q8IXJ9
Q5VIR6,P35568
Q96HW7,Q96EA4
Q9BRK4,Q13114
Q8NHG7,P49756
P25786,Q96EA4
Q9NYZ3,Q9HCE1
P35249,O60674
Q08379,P43034
Q71F23,Q16204
Q7L8J4,P62753
Q9Y3C5,Q8NFZ5
Q9H6D7,Q02241
Q9UQB3,P13639
O60306,P35240
Q00987,Q9H0X6
O15066,O94927
Q9H6S0,Q00341
O94875,P07949
Q9H3P7,Q13263
O95248,Q12802
P12004,Q96EP0
Q6P2C8,Q9P0K7
P02489,Q15269
Q9NXR5,Q6P1K2
O75592,Q9NRD5
Q9Y6R4,P01375
P20936,Q96R06
Q969S9,P51991
Q8NB25,O15357
Q9NVI1,P55196
Q8N9B5,Q96N67
O60313,P29597
Q9UNE7,Q12986
O15360,O75400
O00443,O95159
Q6RW13,Q8N465
Q14264,P62258
Q13148,Q92630
P62314,O14862
Q6PH81,P78317
Q13084,O00212
O14920,Q9BQ52
Q9HCU5,Q9NQP4
Q7Z5K2,P61587
O75521,Q9Y6M4
O60907,Q9NW64
Q9NZN4,P46940
Q9UBB4,Q9Y388
P43307,O75781
Q7L190,Q5S007
Q03113,Q9NYY3
P52272,P42566
Q9NZN4,Q7Z6Z7
Q13596,P25786
Q15669,P20618
Q9H078,Q9BYD3
P31751,Q86VM9
Q8TAD8,Q9H147
P12004,Q9NYL4
Q2KHN1,Q8NDV7
Q9UGY1,P78527
Q8NG08,Q96SN8
P46108,Q96S44
P03950,Q71F56
Q08379,Q6NTF9
O75533,P46108
O43390,P63272
Q7Z460,Q53T59
O43353,Q9UKG1
Q15029,Q96S65
Q6ZMZ3,P49790
Q9H2G9,P35222
O95816,Q9UL25
Q16566,Q8N488
P40763,P06576
P10636,Q8TD31
Q12797,Q9HCH0
Q16630,P49792
Q9H6L4,Q9UPR3
Q9H6Z4,P40939
Q13625,P08708
Q9BW27,Q8TAD8
O43463,Q6WCQ1
Q9Y5M8,Q8NEF3
Q9NX20,Q96KB5
Q9NQW6,O60641
Q8WUM4,P06753
P49721,Q6P4F7
Q86Y07,O95782
P04629,Q8IXM3
Q9H6L4,O94864
Q9Y2W6,Q92973
P36888,P46459
Q7L190,Q96T51
O95235,Q13823
O75570,Q8IV50
P36957,Q8N4C6
Q92963,P42773
P04629,Q9NQU5
O96008,Q9NPH2
Q86VE0,Q13023
Q8TEW0,Q86TS9
P42858,P51957
P23497,Q9UMS4
Q9GZS1,P07910
Q9NQW6,Q96L92
Q6ZU80,Q9Y2R5
Q9NR46,Q5VZ89
P52948,Q92963
Q658Y4,Q16186
Q9P258,Q8N7C3
O43281,O95249
P52272,P42356
O75031,Q96AY4
Q9HCE7,P37198
Q13618,Q96JN8
O75533,O43175
Q9NR46,P31943
P14174,O43824
P62995,P04264
P52735,Q9P0V3
P41212,Q6P3W7
Q8NDB2,Q9H9F9
Q15291,P08708
P08559,Q96PU5
O95900,P48681
O94822,P51970
Q96RQ3,P11362
Q9NQT8,Q9H4M7
Q9UBD5,P19338
Q58A45,Q3SX64
P52948,O60341
Q9Y285,P04843
Q9UPV0,O00161
P38432,Q6PML9
O95376,P55010
O75410,O60861
Q9UL46,Q86VQ0
P47712,Q9NWB7
Q9BT92,P20936
Q13033,Q66GS9
Q14643,Q8HWS3
Q96SU4,Q9H6D7
Q8N264,P36957
O60333,Q9HAU0
Q5T5P2,P21127
P05783,Q8WU90
Q8N488,Q8TED0
O43318,Q86V48
Q9P107,P37198
Q16610,Q92769
P54252,Q96N67
Q8WTW4,Q9BU02
P42858,Q52M75
Q9UK22,Q9NP79
Q5VYK3,Q96MT8
Q8IXZ2,O75716
Q9Y6Q5,P23246
P02545,Q96CN9
O95758,Q14596
Q7Z434,Q9H4M7
Q5HYK7,P61221
Q9NV92,O00444
Q96MT8,P41252
Q9NXF1,P31943
Q8IUH5,O75791
Q63ZY3,Q10567
P42695,Q9Y4Z0
Q8TDY2,Q9NQW6
Q9NQ66,Q96KS9
Q13618,O94763
P56962,Q9H8Y8
P28331,Q9P2N5
Q9UKE5,P26651
Q9BSJ8,Q9Y5K6
Q9NNW5,Q9Y5K6
Q8WVV4,P46199
Q96TC7,Q5S007
O15541,Q13617
Q8IWT3,Q5S007
Q13263,Q9NS87
Q6PKG0,Q9NRI5
Q92538,Q15007
Q92624,P13569
Q14974,Q96EP5
P78317,Q15050
P55209,Q13200
Q9H6T3,O43663
Q9NR71,Q6XE24
Q6P1L8,Q05086
Q14258,Q8N6K7
Q9H2J7,Q07864
P08621,P60900
Q9Y223,P23246
O94967,O14576
Q13618,Q9H0E2
P23508,Q16512
Q9BYN8,P43243
Q99550,Q9Y276
P43243,Q68CZ6
Q4V328,O75694
O75533,O14979
Q96DI7,Q13188
Q8N4X5,Q99436
O43166,P78362
O43482,Q13011
O95751,O75530
P05783,Q86WN1
Q27J81,Q9UJY1
Q6PI77,Q16512
Q96E11,Q07065
Q9Y5Q9,O15417
P29372,Q13523
Q9NRC1,Q86V48
Q12834,Q5TC12
Q9UKA4,Q9UBW8
Q9Y5B9,Q9BQI3
P60468,Q9BRX9
Q14194,Q9BST9
Q15746,O95714
P28288,P42566
Q92667,Q15029
Q96QC0,Q9UBC1
Q13435,Q9BPW5
Q96RK0,Q15637
Q8NDT2,Q15907
Q07864,Q9BZB8
P40939,Q8N122
Q9P2W9,Q7Z7L1
O76031,O95249
Q15058,Q14781
Q96BR1,Q5JTD0
P28066,P60468
O60645,Q07065
P19174,P51991
Q14498,P61964
Q01844,Q16666
Q8N3D4,Q15051
Q96CS2,Q8IZE3
Q8TCY9,P17947
Q96RQ3,Q38SD2
Q96GF1,Q8N0Z3
P35790,Q9NRW7
P42338,Q96AX1
Q676U5,Q96G97
Q9BRG2,P01375
Q15058,Q2KJY2
Q8IVF2,Q9HC52
Q9H4M7,Q9UQB8
P43307,Q9BZD4
Q9UGU5,Q4G0J3
P13569,Q96EV2
O75150,Q9UQ80
Q13618,P28070
Q14254,Q9Y252
Q969H0,O15294
P38398,Q8WTW4
P12270,Q9H0X6
Q96QZ7,Q96K80
Q9NSE4,P62753
Q969S8,Q9H9H4
Q9HCD5,P49418
Q6IQ23,Q8IY31
Q15056,Q15696
Q8TAD8,Q13393
Q86V81,P49748
Q2M1P5,Q8NHQ1
Q7L0Q8,Q99567
Q9BRK4,Q68CZ2
Q14318,O00459
P52948,Q96M89
P38432,Q86UX6
P14866,O00459
Q9H0Y0,Q13905
P08621,Q92870
Q14498,Q7L804
Q92625,Q6IPR3
Q658Y4,P13569
Q69YN4,P78318
P46199,Q8N8N0
Q9Y2D8,Q8N9T8
Q9ULD2,P49257
Q8IYE1,Q9UL03
O75182,O75027
O15381,Q9UQE7
O43663,P35228
Q9UJW9,O95072
Q7Z698,P50748
P61962,Q13308
O14818,Q7Z2K8
Q00987,Q6ZMZ3
Q02880,P50613
P53041,Q9UBQ5
Q16531,P14866
P34947,Q658Y4
P46934,P31943
Q9BWG6,Q8TBY8
Q8TD43,Q01970
P19338,Q13188
Q9BRS2,Q02218
Q9Y580,O95299
P25054,Q9BZE1
Q9HCS7,Q13627
Q9HCE1,Q9NTJ3
Q92643,O00459
Q5PSV4,Q9UJT2
Q5T1C6,P36507
Q96RP9,Q8NFH4
O75787,Q9Y2D8
P53355,Q9P2M7
P11532,Q8IXN7
Q9Y2A7,Q9H0X6
Q14142,Q8TAD8
Q9UKL6,Q9BQI3
O95361,P57052
Q96RG2,Q96AJ1
O95235,Q9H7D7
Q93034,Q9BTE6
Q92667,Q9HCM9
Q96K19,Q01804
O94992,Q15751
P62826,Q99816
P21127,Q96JN8
O43924,Q5H9F3
Q9Y2K2,Q9ULH0
Q86Y07,Q96R06
Q15051,Q96IZ5
O43166,P04629
Q8NEY1,Q00987
Q07157,P43243
Q9UL15,Q6P1N0
O43379,O14654
Q9UNE7,O43347
P04792,Q16543
Q15382,Q5T447
Q9BQ67,Q53TQ3
Q15555,P49736
Q7Z2W4,Q92466
Q9H204,Q6I9Y2
O94989,P35249
O43586,P42356
Q6P4F7,P37173
Q08623,Q9BTD8
P24928,Q9Y572
P02545,O94887
O95267,Q13501
P20963,Q6VAB6
Q9UNG2,P61764
P51570,Q99759
O95140,Q9NX18
O00499,Q99816
O60826,Q96MY7
Q9H6T3,Q9HAD4
Q9BUL8,Q5XPI4
P41743,Q9HCJ0
Q13098,Q9BYG3
Q86Y07,P26368
O15078,Q9HBD1
Q9UG63,Q9NZQ0
Q8TEW0,Q16633
Q9Y3D9,Q9H0M0
Q15058,Q9H0F5
Q969H0,O60894
Q15528,P48023
P52594,O00459
Q8IWT3,Q15058
P36776,P13569
Q8N5R6,O43353
Q13905,O60716
Q6P2Q9,Q99759
O95071,Q13233
Q92769,Q13627
Q9NTX7,P00540
Q6P1N0,Q14999
Q9UHX1,Q08379
Q9NWH9,P12004
P14866,O00161
P49761,Q9UJC3
Q96JH8,P12271
P78317,Q9HCE7
Q9ULH1,O95424
Q01081,Q6P1J6
P35222,Q16513
Q7L0Q8,P45973
Q8TEQ6,P42566
P13639,Q9HB71
O00212,O75530
O00257,Q14974
Q9BQG0,Q15020
Q15276,Q01105
Q13418,Q9Y3X0
O75665,Q9NS56
P07919,Q5XPI4
Q9H8V3,Q9UJY4
Q8IUH5,P20936
P00558,Q9Y6H5
Q9H6L4,Q15075
Q9BRR8,O43482
Q02790,P55327
Q7L2Z9,P52926
O43175,Q03426
Q9H6T3,O94901
Q7L0Q8,Q9NXU5
Q9NYJ8,Q9BTA9
Q14498,Q9H0W8
Q86TM6,Q9BXL8
P50747,Q9Y289
O75923,O43399
Q8TES7,P60228
P46940,Q15040
O75530,P20290
Q9BY77,Q9HAU0
Q5S007,Q5XPI4
Q9UBN7,P23497
Q9UL46,Q9H773
Q66GS9,O60341
Q15831,Q7L190
O15078,P08621
P12956,Q6XZF7
O15212,P78362
Q00610,Q02224
Q00987,O15294
Q15386,Q9Y3C5
Q7Z6E9,P15056
Q8WUA2,P0C1Z6
Q13627,Q9BY77
P23588,O75494
Q8IZT6,Q96AQ6
Q96T52,O14818
P25205,Q9NPJ6
P42336,Q99683
Q15154,Q9Y6D6
Q9BWF3,P22314
Q8TDM6,O76064
Q9UNY4,P83731
Q8TCJ0,P24001
P07949,P02545
Q9HCE1,Q8NHP6
Q9BXM7,Q9H9E3
Q9UM73,O15530
P14866,Q13490
O94874,P11274
Q96T52,O14578
P46934,O15212
Q7Z5L9,Q9Y333
P40763,Q8TAD8
O14662,Q96LS8
Q05655,Q96B97
P17931,Q13263
Q96EP0,Q86XJ1
Q14687,Q8TEQ6
Q9BQD3,Q5M775
P20936,Q12934
P51572,P51116
Q92947,Q13200
Q13617,P56537
Q92973,P98170
P54105,Q92769
O15294,Q9H765
O43379,A0FGR8
O94887,O75533
Q9Y3F4,P12270
O14745,Q9NW38
Q676U5,P49721
O75691,P22314
Q9UQL6,Q13596
Q6DT37,Q16513
Q96DI7,O75410
P57723,O00443
Q15058,Q86VP1
Q16666,P14678
P54252,O43809
Q8WWH4,Q99728
O00267,P20290
Q12929,Q9BYB0
Q99661,Q8N394
Q6P2H3,Q6NTF9
Q9BQD3,Q16543
O14578,Q9BWF3
Q9NV06,Q6NW29
O95816,Q8IWA0
Q6ZNE5,Q15149
Q9UBL6,Q9P227
Q99417,Q9ULW0
Q16533,Q9BSM1
Q13620,O14782
Q16560,O75665
P05387,Q96P50
Q9NVK5,Q9NRN5
Q69YN4,O60896
P49257,Q8NHQ1
Q9BTA9,O14578
Q8N5Z0,Q13490
Q9UER7,P46199
Q702N8,P50613
P14866,Q9Y5B0
Q8WV16,P49736
O60508,Q86VP1
Q9NR31,P19338
Q9NPJ6,P08581
Q9UJZ1,P05783
Q9UPN3,Q9Y5Q9
Q00987,P21127
O96019,Q14204
Q14498,O95487
Q8N5G2,Q5JTD0
Q9HCE1,Q16659
Q15149,Q9Y5S9
Q9UNM6,O96019
P62310,Q8IUD2
P07910,P49815
O43824,Q5VST9
Q9UPV0,P57078
Q14999,Q8N568
O60566,Q8N5H7
Q7Z6K3,Q8N0S2
O75582,Q8IY31
Q9H7C4,O43172
Q9NP58,P51532
Q9H4M7,Q9HBD1
Q96PY5,P35240
O14965,P07948
O43166,O43776
Q9P2D0,Q53EZ4
Q9Y5B9,Q14194
P61962,Q14142
O14745,P35711
P36406,Q9UJX2
P52701,Q8IYI6
Q8N3E9,P02549
P53621,Q7L190
P61289,Q6PKG0
P53041,Q96MF2
Q9UPN9,Q13625
Q9UGI0,O60701
P30291,Q7Z628
Q9P0K7,P20936
Q5S007,Q07889
Q99623,P48736
Q9NSP4,P38398
P52701,Q92538
Q5VT06,Q13546
O75530,O14964
Q15051,Q9HCE7
Q9ULT8,Q8N5F7
Q9BVQ7,Q7Z7L1
Q9UER7,Q13094
Q9H694,Q8TDM6
P46108,Q9Y6F7
P49736,P98082
Q14244,Q9NXF1
Q8TCU6,P25786
Q8TF76,P48436
Q9BUI4,P61964
O00232,Q96RK0
Q3SXY8,Q8WVM8
Q05397,Q13905
P35712,Q14315
Q9NVF7,Q92800
Q9UBW8,Q8N443
Q9HCE7,O43502
Q9Y6M1,Q8IWB7
O14979,P17600
Q9H7C4,O75031
Q8NDV7,Q9NX47
Q9Y6E0,P06400
Q15058,O14920
Q3KP44,Q9NQB0
P49815,Q7Z2W4
P52732,Q13438
P51572,Q96EV8
Q8N0Z3,Q8N5Z0
O75935,P49790
P61964,Q9BTX1
Q8WUM4,Q96GG9
P17931,O43164
O15016,Q9BRG2
Q13435,P0CB47
P50402,Q9UPT5
Q63ZY3,Q9H204
Q96EP0,Q9GZS1
Q9P2D0,O60437
P23508,Q8TDM6
P05783,Q6PF05
Q13835,Q14152
Q69YN4,Q9HCE1
Q6ZRQ5,Q96EA4
A5YKK6,O95817
Q9ULW0,Q9BXS1
P05187,Q14764
P55010,P11274
P78527,Q70UQ0
Q99623,Q9GZT8
Q9NV06,Q13535
Q86WA8,Q99747
Q9Y3C5,Q86VM9
Q15831,Q96A33
Q13501,Q8IZU3
Q14999,Q9GZT3
P49748,Q9BTX1
Q14999,O14920
P26368,Q99741
Q9UER7,P62191
P40763,Q13042
P51617,Q99627
P49796,O43663
Q10567,Q6NTF9
O15155,Q9Y2M0
O14796,Q14318
Q12873,Q9Y2J4
Q9BY77,Q9GZS1
P83731,Q8IYP9
P55196,Q13007
Q15007,Q01081
Q96L21,P14866
Q8TB36,Q7Z7L1
Q6PJ69,Q9BZE1
Q8NFZ5,O95817
Q99614,O15143
O94972,Q3KR16
Q96IZ0,O95347
Q13794,O43752
O15550,Q9P2E9
Q9UQL6,Q05086
Q96AD5,Q14C86
Q9UK99,Q9P2W3
Q9NVT9,Q92973
Q6PKG0,Q8IZ69
Q99424,P30154
O43390,P78332
Q5JY77,Q9Y2R5
P29590,P04843
P61962,Q9BWT7
O60826,Q86UP2
Q15118,Q99759
Q8N5G2,P02647
Q4G0J3,O43663
Q9H0L4,Q8TEA7
Q9UM13,Q08170
Q8TD10,Q9BXW9
Q13009,Q9H4P4
Q9P2N5,Q9P0L0
Q9UM54,Q6ZU52
Q9Y3B3,Q96T51
P03950,Q14BN4
O95208,Q96D46
Q13554,Q6UX06
Q12933,P05387
Q00059,O95140
P46734,P40855
P11182,Q8TBB1
O15016,Q8N9T8
Q96RU8,Q9Y388
Q96PX6,Q8TBA6
Q8IY31,P07686
Q8WUY9,Q13137
P30154,P53041
Q8N3E9,Q15758
P40939,Q96DX4
P14868,Q01844
P36406,P21860
Q13469,Q969H4
Q9H425,O75477
Q6ZMZ3,Q5JRX3
P04792,P46934
Q5T5P2,P38432
Q9H9L3,Q494R4
O14641,Q8N8U2
Q92597,Q96PM5
Q9UHA3,Q9NSE2
P23246,P52306
P22314,Q6UWD8
Q14498,O75694
O15226,P42126
Q6ZRI8,Q9HC52
Q7L0Q8,Q99728
P27816,Q6PIJ6
O00217,Q9H3R5
Q5T9A4,Q676U5
O43390,P49802
Q15334,P09874
P31943,O43809
Q92667,P54252
P20042,Q86W92
P19838,Q14680
Q8NFZ5,Q9NRD5
Q15154,P25205
O00203,P42566
Q13616,Q8IZT6
Q14781,Q6P3W7
O95159,P13569
Q13501,Q9Y230
Q13439,Q14258
Q5VU43,P18754
O95376,Q7Z460
Q8TCY9,P07948
Q9BQ24,Q12849
Q9NS91,O95758
Q9UPQ4,Q5SW79
P02489,P25054
Q8NFZ5,Q0D2I5
P46937,Q8TDY2
Q9GZT6,O14544
Q86YT6,Q9BVS4
P02545,Q9Y4K3
P51149,Q9Y6K9
A1L4K1,Q15311
Q32NC0,Q9NXU5
Q6P3W7,Q9Y3C5
Q504Q3,O75145
P09874,Q96PY5
Q9BYF1,Q9H254
Q96HA7,P40926
Q8TAP6,P04792
Q9UQL6,Q9H4M7
Q9BUL8,Q9C0C2
Q9NZN4,Q9NQB0
Q9H3P7,Q9BPX3
Q9NTI5,Q8IY31
P29590,Q5T8P6
Q8IWX8,O75925
O75553,Q96A49
Q4G0J3,Q71RC2
O15530,Q8WXA9
Q969V5,O43752
Q69YN4,Q9P1Q0
P09496,P11532
P61978,Q9P227
Q709F0,Q9BZW7
Q9UL46,P23246
Q9BXM7,Q69YN4
Q969X5,O75691
Q6NTF9,Q9NYJ8
Q6IPM2,P55072
Q13418,Q69YN4
Q9H9E3,Q5S007
P49754,Q96RK0
O43390,Q14247
Q92574,P57052
Q9UKG1,Q9P2D0
P27708,Q9UGI0
Q9Y4G6,Q2M329
O00459,Q16186
Q13469,Q6W2J9
Q08AD1,Q2M1P5
Q08379,Q9NP31
Q15696,Q14687
Q7Z2W4,P35222
Q8IWA0,Q9Y4J8
O75530,Q14527
O75665,P17600
Q92466,O96017
O96008,P20290
O60674,Q96EV8
Q9NWA0,Q9Y4W6
Q9HCC0,Q9BW91
P17980,P06753
Q8TEQ6,Q96JN8
Q05397,Q9NYB9
P78317,Q7Z333
Q6P2Q9,Q68CZ1
O60508,P41161
Q96RK0,Q9H2G9
O75781,Q8TAP6
Q9Y4X5,O75747
Q9BXM7,P35658
O95319,O94927
Q9NTX7,Q66GS9
Q8TCJ0,O75400
Q9BS16,Q9H4M7
O75665,Q9HC98
Q9NQW6,Q96RP9
P43405,Q8NC56
Q8N9W6,P42695
Q96LU5,Q00987
P62753,P52306
Q5SW79,Q9NWH9
P50542,Q13618
Q9NRC1,Q6Q0C0
Q7Z7L1,Q709F0
Q96G01,Q9Y5K6
Q9ULC3,P68400
O95714,O43542
Q96F24,Q14142
Q86UY6,Q9BVN2
P41212,O75934
O43683,Q7L590
Q15058,Q9Y2A7
Q9NQW6,Q14203
P11274,Q68D10
Q9NS91,P11274
Q7RTV0,Q99615
P05387,Q8NCN4
Q9H3U1,Q5U5Q3
Q9UQB3,P51572
P30679,P26368
Q3SY00,Q676U5
Q9BXJ9,Q9BXW9
Q6ZW76,P43243
Q96GG9,O14578
Q0JRZ9,Q05086
Q8WUY9,Q9UNM6
Q8WXA9,Q9UQ80
Q38SD2,P31943
Q15334,Q5S007
Q9NVR5,O75570
Q7L8J4,Q15029
P52594,Q5SQN1
Q05397,O95721
Q9BTX1,Q9UPT6
O75521,Q6P2C8
Q4G0J3,O15067
P40938,Q9BV73
