Protein1,Protein2
Q9BZJ0,P08621
Q6ZNL6,Q05682
Q96NL6,O76041
Q9H4M7,Q9NRL3
Q15058,P52815
Q14247,O60701
P11274,Q14566
P38398,O00232
Q15029,Q9Y314
Q9BYN8,Q7Z2W9
B2RC85,Q15751
P56945,Q9BW71
Q6S5L8,P08581
Q96CV9,Q04323
Q9BSM1,Q92900
P42684,Q15637
Q96T76,Q86W42
Q68EM7,P46108
Q00987,Q9Y3D9
Q9UK45,Q9H6E5
Q969H0,O95232
O75665,Q9Y6M1
O75582,Q14194
P48023,P46108
Q99759,P61758
O15269,Q6ZR37
Q16666,P10515
Q5BJF6,Q9UHD2
P46937,P17980
Q92870,Q96CV9
Q6ZMZ3,Q8NHV4
Q8WUA2,O94842
Q01844,P31483
Q9UJW9,P14678
Q8TDB6,Q9UKG1
Q6ZW31,O43809
Q96KS9,Q9ULD2
P14866,Q9H0H0
O14828,P46934
O60244,Q15528
O43482,Q9NYB9
Q9HCE1,Q8N9N8
Q9UNX4,Q8NI36
Q58EX7,Q96TA2
P0DPB3,O60645
Q676U5,Q9BY44
Q6ZU80,Q53EZ4
Q969H0,O00541
P09496,Q0JRZ9
Q9P0L0,Q9UJZ1
P82914,Q9Y3D9
Q96F24,Q14CX7
P04629,P40937
Q96T49,P40937
Q07065,Q96JB5
Q13617,Q7Z569
Q13501,O00161
P14866,Q12899
Q9Y6E0,P62826
Q9BYF1,Q9BTD8
P34897,O00499
O75934,Q9BZJ0
Q13137,P54105
P35240,O60341
Q13418,P36776
P20290,Q9UN86
P54252,P20618
O00459,P11274
O00212,Q9H089
Q6ZU80,Q8N137
Q9UGU5,O14929
Q9Y275,O60518
Q86VP1,Q14596
P25963,O00221
P51116,P68400
P52732,P62753
Q8TB24,P05387
Q9Y6S9,Q9NUQ8
Q8WYQ5,P12956
Q07666,Q9UHR4
Q96KS9,Q96CS2
Q8N465,Q14999
O75494,O14776
Q15427,P57075
Q9BYP7,Q9Y6I3
Q9HC77,Q9BRR8
P07948,Q9ULC3
Q13387,Q14690
P35251,P40937
P04629,Q96HY7
Q14258,Q15831
P36957,O95376
Q08379,Q8TES7
Q13263,P51149
O96019,Q6P4R8
Q5T7N2,Q9NV31
P61964,Q9NP79
Q9NQW6,Q9NYN1
Q15669,Q9Y2T2
P42858,Q14997
P61221,O75083
O60504,Q9BZW7
Q96EP0,Q01970
Q02241,P10515
Q15811,P29323
Q5T8D3,O95613
Q07666,Q9NRI5
Q16566,O95071
Q8TEB7,Q8TAP6
Q32NC0,Q9Y446
P13569,Q96T76
P37198,O60826
Q16659,Q3KQU3
Q8N3Y1,Q2V2M9
Q15006,P49756
Q96BN2,O95639
P04629,Q13618
Q9BSH5,Q5JRX3
Q9H4M7,Q9Y6N1
Q13200,Q9P2K8
Q9H4M7,Q9NV06
Q14684,P62913
Q16566,P33992
Q8TEQ6,P62304
P35711,Q13356
Q13501,Q13490
P35228,P62318
P13569,Q9UL46
O15294,Q99816
P35240,Q15427
Q8N5R6,Q8IWR1
O75716,Q8HWS3
O43752,Q92575
Q9UF11,Q9NP31
Q92466,P12004
Q6ZU80,Q9BR77
P51572,O75410
Q9UBN7,P52701
Q00688,Q66K74
P38432,O14746
Q96EP0,Q86V81
Q15006,P04843
P11362,Q9UJZ1
Q9UM54,P42566
Q9NPJ6,O94927
P30679,Q15147
O00560,Q9H773
P31943,Q00688
O95072,Q9H6T0
Q15154,Q9UPR3
Q7Z6E9,O43809
Q8WVV4,Q9H6Z4
Q9BYF1,P36776
Q86UY6,P18615
Q02241,Q5T5U3
Q9GZS1,Q14684
Q14596,P55072
Q7L0Q8,Q9H2J7
Q96RK0,O94906
Q9UII2,P25705
Q96EV8,Q9BY27
Q9UNK0,Q9NZ43
Q02241,Q13501
Q8NFZ5,Q96QF0
P46199,Q9HD33
P51572,O94874
P35250,P25786
P14866,Q8TB45
Q8WW59,Q13011
P08621,Q99959
Q69YN4,P28370
Q5S007,Q99700
Q14764,Q6ZNA4
Q8NEY4,Q9UI12
Q96RK0,O15042
Q99996,P30154
Q86V86,Q5JWF2
Q9HCE1,P09972
Q5S007,P51991
Q9H4M7,O75150
O14874,P40763
P68400,Q92538
Q07065,P16435
Q8IWW6,Q9Y2A7
Q9UM82,Q9UI12
O14578,Q9UDY2
Q8IV32,O00267
Q68CZ1,P51957
Q13233,O14920
Q9NRA8,P50548
Q86SQ0,O43166
O14641,Q676U5
Q86Y13,Q9HCH0
P61964,P48047
P50570,Q8IVF5
Q00987,Q6ZTQ3
Q8IV63,Q86V81
Q96KP6,P02489
P50402,Q9H089
Q9H0E2,Q07157
O75179,Q8NDV7
Q8IXJ9,P04792
Q6IQ23,Q9H425
Q15029,Q96H79
Q96MY7,Q12933
Q5JTZ9,O75027
Q9Y3Z3,Q7Z2Y5
O00221,P78527
Q16401,O00233
Q08345,Q14315
O95900,P36776
Q9H4M7,Q04637
Q69YN4,Q8NFP9
O14641,Q9NWB1
Q14203,Q9P270
P05783,Q9ULJ1
O14578,Q9H583
Q92734,O60493
Q15118,Q8WYN0
Q9Y275,P49792
P42696,Q9BQG0
Q969S9,Q9HD33
Q14258,Q7Z2W4
Q9BQ52,Q99661
P12956,Q9Y5N6
P51149,P49754
Q16666,Q9Y3T9
P98082,Q96CW1
Q96EE3,P49792
Q5S007,P35249
Q9H9L4,Q9C005
Q9BXM7,Q07666
P62875,Q13625
P62304,Q13435
Q9Y297,O14757
Q9Y572,O60716
P35712,Q9NP66
Q5VT97,Q6WCQ1
O94874,Q7Z406
O14908,P35606
Q9NP66,Q8TD31
Q9H5K3,P53618
O15155,P55735
Q00987,Q8TBB1
P56545,Q5VV42
Q92963,Q8NCB2
O75486,Q16531
Q6ZR37,Q99417
P49736,Q9C0C2
Q86UY6,Q05682
Q71SY5,Q9NPJ6
O14879,P08621
Q9Y575,Q8TB24
Q8TBB1,Q96CW1
Q12988,P07196
Q96B97,Q8IZC4
Q53GS7,Q07666
O43390,Q13873
Q96RP9,Q9Y2R5
Q14684,O15213
Q8NA72,Q14204
Q4G0J3,P48047
P53350,O75052
Q6ZU80,Q9BRX9
Q969H0,Q15528
P23497,Q15542
Q15628,Q13114
Q9H4M7,Q8TED0
Q96E11,Q8N983
Q5SZD1,Q68CZ6
Q969H0,Q6WCQ1
Q9UI36,Q9UBS8
Q9H4M7,Q8IXM3
Q9NTZ6,Q9NX18
P09012,O95429
Q9BYN8,Q9Y291
Q16666,Q9UN86
Q08345,O00459
O75031,Q16533
Q9Y6H1,Q9UNF0
O00559,O94979
Q8IZL9,P31948
Q9P2H3,Q96AJ1
Q96EH3,Q9H2W6
P13569,Q9UHV9
Q96MT8,O94927
Q13501,Q8IWC1
Q14498,Q8N5F7
Q96T37,O75533
Q9P1A2,Q8NFJ9
P46108,O43683
P09874,O75691
Q9Y620,Q9UJX2
Q96T60,P78527
P55072,P20929
Q14258,Q9H6X5
Q6ZMZ3,O60573
Q8NFZ5,Q14974
P49736,P55735
Q96RK0,Q96ST3
P42356,P12036
Q8NDX1,Q15036
Q9Y297,Q14137
Q9BYG3,Q53T94
P46199,Q9BZE1
O75385,Q16543
O95159,P35606
Q86VP1,Q14244
P51957,Q86US8
P48023,O43639
O43572,O60518
Q15029,P19525
P47974,P19338
Q9NS91,Q8N684
Q9HAQ2,Q9UII2
Q15311,Q9BV73
Q14565,Q9GZT8
O14578,Q9Y5B9
O95758,P12956
Q9NYP9,Q9BZF9
Q66GS9,Q8TDM6
Q9Y4Y9,Q9Y333
P20290,O95714
Q15154,Q86V48
Q969H0,Q9Y5Q9
Q9UK41,Q6ZWJ1
Q9Y576,Q9UBF6
O43295,Q8N264
Q9H000,O14936
Q13823,Q71F23
P47974,P14866
P46937,O43795
P78317,O15381
O60381,Q71RC2
Q8TAD8,Q9GZR2
Q15118,P36776
P11308,Q8WUZ0
P33993,Q4G0J3
Q9BRD0,Q9Y388
Q6PD62,P25098
P52272,Q9Y512
Q15029,Q70E73
O95295,P78537
Q9C0E8,A0FGR8
P35240,Q70UQ0
O15151,P22314
Q13263,Q9UQ80
Q9BQD3,Q8IWJ2
P42336,P29597
Q12846,Q8N6H7
O94913,O43660
O43663,Q86V81
Q969S9,Q9BZE1
O95140,P41743
Q6ZU80,O43166
P55072,Q9UHR4
Q00987,P52815
P56545,Q12959
O14578,P42704
Q99471,P28070
Q9P0J0,Q9Y5K8
P04629,P09543
Q9Y228,Q86XK2
Q3MHD2,Q6P2E9
P38432,Q9P291
Q01844,Q16531
P08621,P46778
Q86WT6,Q8N205
Q96B97,P27816
P04843,Q86XL3
Q13263,P40939
P08621,Q9Y2Z4
P23508,Q96GE4
O60341,O75665
Q15051,P28070
Q9Y4P8,P50570
Q15058,P33981
O60341,Q99417
Q969U6,Q16531
P55072,Q9NRI5
Q8N1A0,O75934
Q15029,Q9Y2T2
O60285,Q96QF0
P25788,Q13200
P57075,O75815
Q6ZNL6,P40926
Q86UY6,Q8IWX8
Q14318,Q86XL3
Q08379,Q5JTH9
Q9H000,Q3SXY8
Q5S007,P42695
P07948,Q2NL82
P05165,Q99614
Q9NW13,Q9NWT1
Q02241,Q1L5Z9
Q9H8V3,O95639
O60645,O00471
P13569,Q92973
O15078,Q15058
Q9UBT2,Q9Y6A5
Q96EP0,P54252
O95235,Q86UP2
Q9P0J0,P18859
Q6IQ23,P08621
P31943,Q13795
Q14457,Q9UQE7
O94864,O75529
Q9Y230,Q8TBB1
Q7Z434,Q96EQ8
P14866,Q14789
O14965,P61978
O14641,Q9P2W9
Q92567,Q8TF42
Q8N998,Q96Q89
Q92630,Q15007
P56945,Q9BZL4
O95858,Q6PML9
Q12846,Q96KQ4
Q9UJU6,Q9HCN4
Q15025,Q96CV9
Q16666,Q12849
Q6P1L5,Q96LU5
Q8TAD8,Q9BRR8
Q9NRI5,O75934
Q16659,Q9BTE0
Q676U5,Q69YQ0
Q08379,Q96S90
Q86UW9,P09874
Q15118,Q8N5M1
Q96E11,Q16836
Q9BW27,O75935
Q9BSJ8,A0FGR8
O60610,Q53LP3
O60894,Q96RF0
Q6IA86,P40763
Q15058,P62258
Q6ZU80,O15259
Q96GR4,O15270
O95235,Q8NI27
O95817,O60504
P55209,P49354
P62258,P46934
Q92574,P53355
Q8WU20,P06213
Q12873,Q96T37
P09874,Q9NQS7
Q6PI77,Q96JP2
Q6P4A8,P49754
Q69YN4,Q5VV67
P51957,P05455
Q9ULU8,Q9Y383
Q16401,P25205
Q8WU79,Q92900
Q14258,Q8IX03
O15392,P78527
Q8IYP9,P42336
Q96CV9,Q7Z434
Q9UKT8,Q9Y297
Q9GZS1,Q5VT52
P46937,O43318
P14866,Q9NY99
Q69YN4,A2RRP1
O15116,Q9UBQ7
Q9UIF3,P19174
O75530,P49792
Q14999,P62258
Q7Z2W9,P49590
Q9NRA8,Q8TEP8
P68400,P24928
Q08379,Q9GZM8
Q9P2K1,Q13011
Q13546,Q99759
Q8IYW5,P09874
O14578,Q5QJE6
Q12873,Q99590
Q8N4C6,A0FGR8
Q13620,O60907
Q92800,Q99590
Q9BYG3,Q9NVN8
O43639,A1X283
Q13825,Q9NSE4
Q9NQG5,Q8TAT6
P61978,P79522
Q9Y314,P29475
O75791,Q15025
P51813,P40763
O95071,Q9BXW9
P62753,Q9NTI5
Q8WU76,Q8WVM8
Q86VP1,Q9GZY8
P68400,Q15291
O75496,Q13613
P07949,Q86Y07
Q86VM9,Q9UQE7
Q69YN4,O43663
P04629,Q9NVI1
O14757,Q9UK73
Q13825,P22830
Q9BXW9,Q92878
Q8TDR4,O95295
P09619,Q86XL3
Q9NVR5,Q13554
P34897,Q9UKT4
Q9GZR2,Q96K80
Q15058,P36957
Q14676,P24928
Q13823,Q5T8P6
P01375,Q8N442
P04629,P21579
P18206,O75400
P51116,O75175
Q9UGI0,Q15386
Q14258,Q15007
P50402,P43307
Q06203,Q9UKK9
Q96AB6,Q13546
P13569,Q9P1U1
Q6VAB6,O94763
P38398,P49790
Q13617,Q6PKG0
P40763,P78314
O43187,P41273
Q86TW2,O96008
Q96AX1,A7KAX9
O15259,Q9BRX9
Q8TBK6,Q05519
Q13137,Q9UHD8
Q66GS9,O14641
P38398,P05783
P49959,P55072
Q9H0F5,P42858
Q7Z695,Q9HC07
O00559,Q8NDI1
Q08AD1,Q99996
O75665,Q96RK4
Q9BV73,Q96A19
Q7L0Q8,P30085
Q9Y2W2,Q9Y2X0
P11362,P06576
Q14258,Q9P0V3
Q9UJX2,O43684
Q8TAD8,Q6PKG0
Q13794,Q9H3P7
Q13620,P12004
Q9UFG5,Q9C0B1
Q14596,Q9UPN3
P41212,P57052
Q69YN4,Q8IY33
Q8N5H7,Q92597
Q9NR56,Q07065
Q8NDV7,O95628
Q13064,Q9H5Z6
O95235,P33897
Q86WV1,O14939
O43663,Q8WW59
Q5VT52,Q9UHV9
Q969H0,P62258
O94874,Q9NNW5
Q15811,Q96D71
Q13620,O43809
Q9H8V3,Q8WXA9
P54252,Q96EE3
Q08379,Q9UK41
Q06945,P51532
O94992,Q16576
O00322,Q9HAB3
P35711,Q01844
Q16666,Q9UHA3
Q14684,P21127
Q15723,Q8IXJ9
Q01484,Q9BZJ0
Q8WV44,Q96RG2
Q96PU4,Q08945
Q08AD1,Q9P270
Q8NFZ5,Q9P2L0
O75787,Q9Y5K6
Q8IUH3,O43390
Q9Y6S9,O95071
O95816,Q12788
Q6ZW49,Q9BPX3
Q9BRX5,O14645
Q14684,P62753
Q9BWF3,Q9NWT1
P31943,Q13685
O76071,Q6IA86
Q9UNM6,P17980
Q9NYZ3,O14976
Q86V81,Q9UKV3
Q9NS91,Q02880
P09496,Q9Y6I3
Q99685,P30273
Q7L0Q8,Q7Z465
P24539,Q96AQ6
Q99675,Q9ULH0
Q92615,Q15650
Q9BWG6,Q9Y2V7
Q15154,Q9NXG0
Q9Y3C5,O75530
O75935,Q8NHV4
Q13616,O43795
Q03933,P61964
Q9Y2Z4,Q9NSE4
P47756,Q9NZ32
P79522,Q8N9T8
O60333,Q8NI35
Q9BQG2,Q9HCD5
Q9Y6H1,Q96TA2
P18206,Q9UPN3
Q8IYW5,Q15652
Q9BUB5,P47712
P54252,P28072
Q14258,Q13490
P58546,Q9BXF6
Q9Y2Z4,P22830
Q9C0C7,P21953
Q5GAN6,Q13515
Q13627,Q6P1L5
Q5VU43,O60437
Q14258,P49840
Q86UY6,P40926
Q13064,Q16512
P62826,P18754
Q69YN4,Q9NVE4
Q08945,Q13616
P78559,P46821
Q9UM54,Q9H0E2
P05783,Q5T9S5
Q69YN4,P36542
Q96RK0,Q14258
P42229,Q14254
Q03468,Q13347
Q9Y3C5,Q13137
Q8WXH2,Q8WVD3
Q9UJX2,Q8N5R6
Q8WTS6,Q9HCE7
O75521,Q9Y5X1
Q9NPE2,P28331
P42858,Q9P0J0
Q92911,P55072
Q9HCE1,O15066
P11308,Q9NP66
Q96JN8,Q92925
Q53GS7,Q9UMS4
P55072,Q9BYG3
Q9H4M7,Q15382
O95271,Q4VCS5
Q6ZMZ3,Q96AE7
Q69YN4,O15067
Q8NDV7,Q96EP0
Q15029,O43172
Q9NR21,Q8TEB1
Q9NNX1,O00233
Q5S007,Q92769
O14818,O00499
O43663,P48681
Q86UL8,Q5TCY1
Q8TB24,Q92945
Q9H0H0,O43639
O15155,Q99747
O75530,O60341
Q14680,Q6ZW31
Q9ULW0,Q9UDY2
P12956,Q8N9T8
Q8IV63,Q99417
Q12873,Q13823
O14908,Q6ZVM7
Q96GR4,Q13438
Q9NU22,Q8TDR0
P33992,P33991
O43542,P53621
Q9NZQ3,Q96MA1
P23508,Q9BVG8
Q6UVJ0,Q9BR77
O75554,Q15029
Q9BX93,P05129
Q14142,O95817
Q9NUD7,Q13554
P08621,P07910
Q15287,Q9BTD8
Q9P2Y5,Q16531
Q8N4C6,P33981
Q9BVS4,Q14152
Q9Y4R8,Q13535
O15078,Q8WXA9
O00471,Q9Y2D4
Q6PKG0,Q9UPT6
Q16633,Q92734
O95071,Q14974
O95361,P33993
P60468,Q5HYI8
O43175,Q03395
P50402,Q9BVC6
Q8NHV4,Q9NVF7
P42229,O00330
Q5VV42,O60763
Q7Z699,Q8IV36
P04629,O60841
Q8NFZ5,P60900
Q96CV9,O60313
O95816,Q9NRA8
Q07065,P49756
P04629,O14744
O60381,P62826
Q13501,Q9UL54
Q8NHQ1,Q9HC52
O15530,P48736
Q86YT6,Q9BYE7
Q9H000,Q86U42
Q05086,Q01105
P46940,P36507
P35222,O60237
Q13501,Q14596
P46937,Q92900
Q9UPN9,P05455
Q69YU3,Q8WUY9
Q9UQC2,P08581
P62753,Q92541
Q8TAF3,P12004
Q9BQA1,Q14444
Q7Z699,O75528
Q9Y5B0,Q8IY63
P78318,Q92783
O94992,Q96RR1
P25963,Q69YQ0
Q6IQ23,Q9ULD2
Q8IV63,Q14690
Q86Y07,Q8N6H7
Q9Y570,P40926
Q07065,Q7Z2W4
Q07065,P04843
A9UHW6,Q9Y6H1
P56545,O95373
Q00059,Q7Z2W9
Q14203,P36776
Q05397,Q9HB71
Q15637,Q13435
Q69YN4,Q9BXB5
Q9H0E2,Q02241
Q69YN4,Q9H7P9
P09496,O75052
Q00597,Q96QB1
P07948,P35611
Q9UQE7,P52701
Q15058,Q08379
Q9BZR9,Q9H992
Q9BQD3,Q96CS2
P50591,Q12933
Q9NRC1,Q92817
P02545,Q9GZS3
P33992,Q03933
Q9BV68,P35606
Q8TB24,Q00610
Q8NFC6,O15047
Q9HCE1,Q86TB9
P11498,Q9HCC0
Q9BXW9,Q9Y5B9
Q66GS9,Q96KV7
Q13315,O15524
Q5S007,Q9NW64
Q9UJC3,Q6UB35
O94992,P84098
Q14258,Q14847
Q13263,Q6P2Q9
P31943,P50402
P18754,Q9Y2L1
P38432,P12956
P52948,Q13772
P38398,O00295
P46199,P08559
Q9Y575,P35573
Q5S007,Q01804
Q13618,Q8TBZ0
Q9BQ67,O15042
Q9BXM7,Q9HCE1
Q8WUF5,P42684
P62191,Q9Y5K8
Q8TAD8,Q96N46
Q9Y3C5,Q9UNM6
Q9BWT7,O60341
P60468,Q6PL24
P25788,Q9UHX1
Q9UBC2,Q10567
P07196,Q9BQG1
P36957,Q04637
Q9UBW8,Q92974
Q9Y572,Q12933
Q14258,P52701
Q13794,Q9P0L0
Q96TC7,P04843
O14964,Q9UH99
P13569,O75027
P27708,Q00653
Q12846,O95721
P35711,P55735
P60033,P11532
P60468,Q9UL54
Q53GL7,O14965
Q9Y574,Q93034
P61964,Q16630
O15294,P08133
Q9NWS6,Q16543
P50570,P07948
Q08379,Q9H5Z6
Q9BXW9,P52272
O60716,Q9Y297
Q86UX6,Q13501
O14862,P52701
Q71F56,Q709F0
Q15773,P28288
Q969S9,P08559
Q96J86,Q9HD26
P61964,O75528
Q9Y6K9,O94972
Q15058,Q8WUF5
Q99741,O95801
P53370,P11182
Q5S007,Q9ULZ0
P61587,Q92614
P51572,Q99640
P23508,O14782
P54257,Q13190
Q14498,P62258
Q69YN4,O95163
P46100,Q96S55
Q9H8V3,P08574
O14578,Q8NE71
Q9NQW6,Q6P1L8
O14773,Q9NSE2
O94874,P23246
Q9BTD8,Q9NYY8
P14174,P11177
Q9UK45,Q96DC7
P49736,P62318
P04629,O43719
Q9HC98,Q9NVI1
Q86TB9,O43379
Q2KHN1,Q9HCE1
O75791,P41161
Q8N1B4,Q9H788
Q8IXZ2,O75179
P34897,Q9ULR0
Q01105,Q99567
Q6ZNL6,Q96IZ0
O60894,O00267
Q15056,P12004
Q9BQ67,Q9Y230
Q7Z699,Q8NA82
Q8N960,P33981
Q6ZMZ3,Q6P1N0
Q9NX95,Q7Z460
Q86TM6,Q9BVC6
Q86YT6,O60293
Q14254,Q7Z434
P04629,Q01433
Q9HCM9,Q5I0X7
P19174,P21860
P08708,P62753
P06850,P55089
Q9H0E2,Q96PU5
P12956,Q12929
Q9Y3M2,Q5VWQ8
P56945,O14730
Q15029,P32929
Q15669,P61221
Q15029,Q99590
Q96AX9,O43318
Q9HCE1,O43752
O14976,Q9UM54
Q13535,Q15382
Q8WV28,Q13191
O60244,Q96G25
Q6N021,P22061
Q16666,Q6RFH5
O14757,P33993
Q5XPI4,Q9GZR2
P55196,Q9NNW5
P37173,Q9Y4K3
Q9BRS2,Q8WTS6
Q12846,Q8NDI1
P51957,Q9BQS2
Q08379,Q16512
Q14258,O95749
Q9BWU1,Q71F56
Q6ZU80,Q6P2H3
Q969H0,Q08379
Q92624,Q496Y0
Q69YN4,Q07864
Q9H000,Q5BJF6
Q92769,Q9NZQ3
O60244,P62875
O14617,P21127
Q9Y4F3,Q9HD26
Q14244,P56545
Q14498,P36957
Q96A26,Q96TC7
O75530,P19338
Q00059,P42704
P54252,P25789
Q68CZ1,Q13625
Q5S007,P50583
O95235,Q15643
Q86V48,Q68CZ6
P34947,P19338
O95319,Q13114
P49736,P13639
Q9BZV1,Q15334
Q86VQ0,Q96CN9
Q96DR7,Q12959
Q9Y3D6,Q68DK2
P46937,P55884
Q08379,Q9UGJ1
Q9NSP4,Q92674
Q5S007,P49790
O95163,P42858
Q5T200,Q6P2C8
O75530,P14866
O14974,Q9BZL4
Q5T124,Q9HC98
Q9H0H5,P31751
Q9Y250,Q4VCS5
Q86VM9,Q14137
Q9BYF1,Q96A49
P49757,Q10567
P56545,P42858
P57078,Q13418
P49366,Q00613
Q15669,Q9NRG9
Q8NFZ5,P61421
Q02410,Q13356
P19525,Q13310
Q4VCS5,Q8NHQ8
Q86UY6,Q8WWW0
Q9NWB7,Q96KQ4
Q13114,Q5T681
O14777,Q8NEY1
Q8TBF4,O95478
P42858,P05455
Q9H967,P52701
Q9Y6E0,P84098
O95376,Q9NWX5
Q15334,P42858
P04629,P19174
Q13501,O14874
Q9BUI4,Q9Y5Q9
Q01844,O43390
P84098,Q7Z2W9
Q8N488,P24539
Q8TDY2,Q13242
P05783,Q86UW6
Q9HBD1,Q9BY77
Q8NE71,P52272
Q9H4M7,Q5T447
Q8TCJ0,Q9UL15
Q9BZV1,O14641
Q69YN4,P62826
Q8WVV4,O60437
Q14498,P51116
Q9UNE7,O14746
O95835,Q96M89
Q9UBN7,Q14181
P62753,Q15061
O14776,P61978
Q96G01,O95628
P51617,O94822
P01375,P08708
P08962,Q96ND0
Q9GZY8,O75425
P09619,Q00610
Q8N998,Q15058
Q8N6Y0,Q8N7C3
O95503,Q03468
Q96PM5,P08708
Q16666,Q32MZ4
Q3SXY8,Q9ULJ7
P33981,Q8NBT2
Q02241,Q9P0K7
Q9UHR4,Q00987
Q969S8,P07919
Q9UK00,Q14008
P34897,Q9UBN7
Q9HBD1,Q6P2Q9
Q13322,Q8N7R7
Q99816,Q96PU8
Q96MY7,O75558
Q6Q759,Q15417
Q96JN2,Q8IWJ2
P10721,P43403
Q9C0B0,O75179
P30084,P42126
O43318,Q969U6
O15530,Q14315
P42704,O76031
Q5S007,Q13616
O15155,Q9Y5M8
Q66GS9,P25054
P58546,Q53S33
Q6IQ23,Q96CW1
P31943,Q9NTX5
P51532,Q92925
P56537,Q96D46
Q96TC7,Q9NRL3
P55072,Q8NHP8
Q76N32,P33993
Q9H4L7,P78527
Q00059,Q9Y291
Q16531,Q7Z7L1
Q9UL15,Q9P0L0
Q86TG7,Q9NRI5
P23588,P62318
P07196,O76041
Q15029,P55072
P08621,Q9BRL6
O15294,Q9BY77
O75410,Q9UK45
O95758,Q13435
Q9NWB1,Q14847
Q9HD26,Q96D59
Q6ZMU5,O60826
P20618,P60900
O00257,Q9BYE7
Q9UGJ1,Q9BYV6
P61978,P55072
Q15056,Q9Y4C1
Q9HB19,P53992
O14578,Q9H0H5
P07332,Q13263
Q9BQ67,O43795
Q9Y6G9,Q9HCN4
P83436,Q9BVG8
Q13618,O95218
Q96RK0,P55884
Q7Z7B0,Q96RR4
P13693,Q6PJT7
Q96H55,Q86SQ0
Q9BVS4,Q00059
Q69YN4,O15061
P49790,Q9BTX1
Q14258,P28331
Q14847,Q9H0F5
Q9Y5K6,P47756
Q92804,P62318
Q16531,Q9Y283
Q14684,Q9Y2L1
O95661,O95503
O95249,Q9NYM9
Q9GZM8,O75665
Q92887,Q86UT5
Q13825,P40926
Q32MZ4,P78527
Q8NFZ5,Q99623
Q9H5K3,A0FGR8
O14777,O94927
Q86V81,Q6I9Y2
P31943,O00231
Q9H4M7,O95347
Q15006,P40925
Q99661,O43295
P46108,Q8IU60
Q02241,O94979
P55072,Q96D46
Q9BVK6,Q9UK22
Q9BZB8,Q9NRA8
Q6ZU80,O95782
P53355,O15020
P36542,Q14789
Q15029,Q13823
P25054,Q9NRL3
Q14684,Q6UXN9
P68400,P63272
Q13501,Q96QZ7
P13569,Q6P9F0
Q86SE9,Q06587
Q9NUJ1,P36776
Q9HAU5,Q9Y3A4
Q9UHD8,Q9P2N5
Q5XPI4,Q6PKG0
P51957,A6NHR9
Q86YT6,Q8N6V9
Q9UPQ4,Q8WVB6
Q969H0,Q96G25
Q12986,P35658
Q9BV73,Q9H0K1
Q6VMQ6,Q9NRI5
Q99728,Q9NW64
O75901,Q02833
Q8NC42,Q7Z6B0
Q8IWT3,Q9P0V3
P07948,Q13009
Q00987,Q08379
O60830,Q9HB07
Q14318,P20618
O60341,Q8NHQ1
Q7Z7L1,P25054
P78362,Q15652
P21673,Q9GZT6
Q5S007,Q8N0U7
Q8WUM4,Q9UK41
Q9NQZ2,P26232
Q9NRA8,Q9UBQ5
Q9UJV3,Q17RB8
P34897,A6NHR9
Q12873,P21673
Q7L190,Q96KN7
Q9BQA1,Q86V81
Q99996,O14641
P51861,Q96LK0
Q8IWX8,Q96N46
Q969H0,P62875
Q8TC20,O14777
Q69YN4,Q8WXH0
O75865,Q9H8Y8
P52735,Q92564
P08621,Q92974
P57078,Q92538
Q05397,P07948
Q5S007,P25788
Q69YN4,Q96JH7
O75570,P30084
Q96RQ1,Q8WVM8
Q15029,P14868
P04629,Q4G0J3
Q96RK4,Q03154
O14578,Q6ZWJ1
Q8N0Z3,Q9NYP9
Q9HAU0,Q9Y4Z0
P40937,P12004
P04629,Q9BSJ2
P62753,Q76FK4
P32971,Q8WYP5
Q07666,Q9Y5X1
P61964,Q13310
P78527,Q6P2Q9
P28331,P61421
Q14258,P40925
P36894,Q9HCE7
P98175,Q8NHQ1
P46100,P33991
Q92769,O95817
O95235,Q08945
Q13347,Q14152
Q96K80,Q9BYG3
Q9H9F9,P0C1Z6
Q86TG7,P09012
Q8IU60,P61221
Q9UM54,Q8TF72
Q9H4M7,Q53EZ4
P53355,Q13610
Q13671,P55196
Q9BYG3,Q7Z2W4
O94885,O15066
Q15029,P33991
Q86VM9,P62314
Q7Z699,Q3B820
Q13098,Q9NWX5
Q8TDR4,Q4V328
O95159,O95487
Q4G0J3,P17480
Q13618,P46459
P55884,P61421
Q13148,P61962
Q9UQL6,O60907
Q9BWG6,Q9Y2D8
P35222,Q14678
Q96EP0,Q13546
Q9NZS9,Q9UGK8
Q13627,Q8NB90
Q9H4M7,Q14181
Q08170,P62995
Q9H074,Q9HAU5
P53350,Q9H8V3
Q9BTD8,Q96PU8
Q9BXF9,Q8HWS3
P50897,Q15149
Q92966,P06733
Q13620,Q8N2Y8
Q9BYG3,Q86VM9
Q13263,Q9H6S0
P04792,Q8IUI8
Q8TCJ0,Q9Y6I3
Q99961,P20618
Q86VM9,Q13523
Q8NDV7,Q9UJX3
P30154,P05129
Q13263,P20585
Q4G0J3,Q13310
Q69YN4,Q9ULJ8
P42858,P04792
Q8WWF5,Q9BZC7
O94885,Q9H1I8
Q13480,P15924
Q02241,P41252
Q15831,P48681
P13196,Q8TD31
P45973,Q8N9Z2
Q9NR56,P12036
P43243,P08621
O15155,O60493
P23588,Q9H814
Q6NXE6,Q8IUS5
