,Protein UniProt Acc.,EC Number,isEnzyme
243448,Q14773,0.0.0.0,0
243452,Q5VY09,0.0.0.0,0
243453,Q16666,0.0.0.0,0
243456,Q86VS8,0.0.0.0,0
243458,Q9P2W1,0.0.0.0,0
243459,P04196,0.0.0.0,0
243461,O75031,0.0.0.0,0
243469,P01766,0.0.0.0,0
243471,P49639,0.0.0.0,0
243474,P35453,0.0.0.0,0
243475,P78552,0.0.0.0,0
243476,Q8NAC3,0.0.0.0,0
243477,Q8NFM7,0.0.0.0,0
243478,O95998,0.0.0.0,0
243479,Q969J5,0.0.0.0,0
243480,P20810,0.0.0.0,0
243485,O00198,0.0.0.0,0
243487,P23083,0.0.0.0,0
243488,P01817,0.0.0.0,0
243491,P31249,0.0.0.0,0
243492,Q9BYI3,0.0.0.0,0
243494,Q9Y4L1,0.0.0.0,0
243495,Q9UBH0,0.0.0.0,0
243498,P32942,0.0.0.0,0
243501,Q04637,0.0.0.0,0
243504,P01574,0.0.0.0,0
243505,P01579,0.0.0.0,0
243507,P01877,0.0.0.0,0
243508,P01854,0.0.0.0,0
243509,P01591,0.0.0.0,0
243510,P01834,0.0.0.0,0
243511,Q9UBC1,0.0.0.0,0
243512,Q70UQ0,0.0.0.0,0
243516,P29460,0.0.0.0,0
243521,P05114,0.0.0.0,0
243524,P00738,0.0.0.0,0
243527,Q8IWL3,0.0.0.0,0
243530,Q9UBY9,0.0.0.0,0
243534,P01764,0.0.0.0,0
243536,P20719,0.0.0.0,0
243541,O75330,0.0.0.0,0
243545,P31942,0.0.0.0,0
243546,P07910,0.0.0.0,0
243547,Q14103,0.0.0.0,0
243548,P61978,0.0.0.0,0
243551,Q9UJC3,0.0.0.0,0
243553,Q9BPY8,0.0.0.0,0
243554,Q9UPZ3,0.0.0.0,0
243556,Q9H3N8,0.0.0.0,0
243557,Q00613,0.0.0.0,0
243558,Q96JZ2,0.0.0.0,0
243560,P04553,0.0.0.0,0
243561,P11142,0.0.0.0,0
243568,P31269,0.0.0.0,0
243575,O75506,0.0.0.0,0
243576,Q03933,0.0.0.0,0
243577,P04792,0.0.0.0,0
243581,Q8IVG9,0.0.0.0,0
243583,P01814,0.0.0.0,0
243585,Q13261,0.0.0.0,0
243586,Q96F46,0.0.0.0,0
243589,Q9UHF4,0.0.0.0,0
243590,P23588,0.0.0.0,0
243591,P78344,0.0.0.0,0
243592,P63241,0.0.0.0,0
243595,Q8IY31,0.0.0.0,0
243603,O14558,0.0.0.0,0
243605,P17482,0.0.0.0,0
243608,Q08334,0.0.0.0,0
243609,P42701,0.0.0.0,0
243610,Q6UXL0,0.0.0.0,0
243611,Q6UWB1,0.0.0.0,0
243612,Q7Z5L9,0.0.0.0,0
243615,Q8WUF5,0.0.0.0,0
243618,Q05084,0.0.0.0,0
243619,Q659A1,0.0.0.0,0
243622,P46199,0.0.0.0,0
243624,Q96D96,0.0.0.0,0
243627,P31268,0.0.0.0,0
243628,Q92826,0.0.0.0,0
243629,P14653,0.0.0.0,0
243631,Q14626,0.0.0.0,0
243632,Q99665,0.0.0.0,0
243633,O75144,0.0.0.0,0
243636,O43432,0.0.0.0,0
243637,P56537,0.0.0.0,0
243640,P09914,0.0.0.0,0
243642,Q9P0W0,0.0.0.0,0
243643,P01880,0.0.0.0,0
243644,P0CG04,0.0.0.0,0
243645,Q5DX21,0.0.0.0,0
243646,Q93033,0.0.0.0,0
243647,Q8IYA8,0.0.0.0,0
243648,P25963,0.0.0.0,0
243650,Q9UKT9,0.0.0.0,0
243652,Q16552,0.0.0.0,0
243653,Q13478,0.0.0.0,0
243655,P26951,0.0.0.0,0
243656,P32927,0.0.0.0,0
243657,P24394,0.0.0.0,0
243662,O43719,0.0.0.0,0
243664,P01782,0.0.0.0,0
243665,P06331,0.0.0.0,0
243666,P01825,0.0.0.0,0
243669,Q9NRM6,0.0.0.0,0
243671,O95256,0.0.0.0,0
243672,Q8N6P7,0.0.0.0,0
243673,Q9H1B7,0.0.0.0,0
243674,P54105,0.0.0.0,0
243679,P24592,0.0.0.0,0
243680,Q16270,0.0.0.0,0
243681,P05155,0.0.0.0,0
243682,P05362,0.0.0.0,0
243683,Q9UMF0,0.0.0.0,0
243685,Q9Y6W8,0.0.0.0,0
243689,Q9HBG6,0.0.0.0,0
243690,O60573,0.0.0.0,0
243692,P06730,0.0.0.0,0
243693,Q6K0P9,0.0.0.0,0
243694,Q01629,0.0.0.0,0
243696,P01859,0.0.0.0,0
243697,P01871,0.0.0.0,0
243698,O75054,0.0.0.0,0
243701,P20809,0.0.0.0,0
243703,P35225,0.0.0.0,0
243704,P14778,0.0.0.0,0
243705,P18510,0.0.0.0,0
243706,Q9NYY1,0.0.0.0,0
243708,P24001,0.0.0.0,0
243710,Q9NZH8,0.0.0.0,0
243712,P05113,0.0.0.0,0
243715,Q14974,0.0.0.0,0
243720,P80217,0.0.0.0,0
243721,Q8NBZ0,0.0.0.0,0
243723,P17181,0.0.0.0,0
243725,Q0VD86,0.0.0.0,0
243729,Q9UNL4,0.0.0.0,0
243736,Q8N201,0.0.0.0,0
243740,P05198,0.0.0.0,0
243742,Q9NZI8,0.0.0.0,0
243745,P55010,0.0.0.0,0
243752,Q13325,0.0.0.0,0
243756,K9M1U5,0.0.0.0,0
243760,P05019,0.0.0.0,0
243761,P01344,0.0.0.0,0
243762,Q969P0,0.0.0.0,0
243763,P01589,0.0.0.0,0
243765,P05112,0.0.0.0,0
243768,P52294,0.0.0.0,0
243772,P48551,0.0.0.0,0
243773,Q8WYH8,0.0.0.0,0
243774,P08476,0.0.0.0,0
243776,P52292,0.0.0.0,0
243780,Q9BZV3,0.0.0.0,0
243781,Q1MX18,0.0.0.0,0
243782,O15503,0.0.0.0,0
243784,Q68E01,0.0.0.0,0
243785,Q9UI26,0.0.0.0,0
243786,O94829,0.0.0.0,0
243787,O15397,0.0.0.0,0
243792,P35900,0.0.0.0,0
243793,Q7Z3Z0,0.0.0.0,0
243794,P02538,0.0.0.0,0
243795,Q3SY84,0.0.0.0,0
243799,P13164,0.0.0.0,0
243801,P01563,0.0.0.0,0
243802,Q15653,0.0.0.0,0
243803,O00221,0.0.0.0,0
243808,P51460,0.0.0.0,0
243809,Q9Y5Q6,0.0.0.0,0
243813,Q8NA54,0.0.0.0,0
243815,Q13568,0.0.0.0,0
243816,Q00978,0.0.0.0,0
243817,Q9Y4H2,0.0.0.0,0
243818,P05161,0.0.0.0,0
243822,P57087,0.0.0.0,0
243823,Q86YT9,0.0.0.0,0
243825,Q9BR39,0.0.0.0,0
243831,Q02363,0.0.0.0,0
243833,P46695,0.0.0.0,0
243835,P20042,0.0.0.0,0
243838,Q15056,0.0.0.0,0
243839,O14879,0.0.0.0,0
243841,Q01628,0.0.0.0,0
243842,P05014,0.0.0.0,0
243843,P01567,0.0.0.0,0
243847,Q8IU54,0.0.0.0,0
243848,Q96LB3,0.0.0.0,0
243851,P01876,0.0.0.0,0
243852,P01860,0.0.0.0,0
243853,P29459,0.0.0.0,0
243854,Q9NPH9,0.0.0.0,0
243855,Q6ZMJ4,0.0.0.0,0
243859,Q6P9B9,0.0.0.0,0
243867,P10997,0.0.0.0,0
243869,P18065,0.0.0.0,0
243870,P17936,0.0.0.0,0
243874,Q96RY7,0.0.0.0,0
243877,P0CF74,0.0.0.0,0
243878,P15814,0.0.0.0,0
243879,Q8N6C5,0.0.0.0,0
243885,P01583,0.0.0.0,0
243887,Q13007,0.0.0.0,0
243889,Q86SU0,0.0.0.0,0
243892,O00629,0.0.0.0,0
243904,P27352,0.0.0.0,0
243905,P78318,0.0.0.0,0
243906,P22301,0.0.0.0,0
243907,P40933,0.0.0.0,0
243908,Q14116,0.0.0.0,0
243909,Q9UHD0,0.0.0.0,0
243910,P01584,0.0.0.0,0
243911,P27930,0.0.0.0,0
243914,Q01113,0.0.0.0,0
243918,Q01638,0.0.0.0,0
243921,Q9UK53,0.0.0.0,0
243923,Q96EL1,0.0.0.0,0
243929,P07476,0.0.0.0,0
243931,P46940,0.0.0.0,0
243932,O14654,0.0.0.0,0
243935,Q14005,0.0.0.0,0
243936,Q96PD4,0.0.0.0,0
243938,Q9GZX6,0.0.0.0,0
243939,Q9H293,0.0.0.0,0
243941,P01308,0.0.0.0,0
243948,Q8TEX9,0.0.0.0,0
243949,O00410,0.0.0.0,0
243950,Q96P70,0.0.0.0,0
243951,Q15051,0.0.0.0,0
243955,Q9NZN1,0.0.0.0,0
243957,P53990,0.0.0.0,0
243959,P05000,0.0.0.0,0
243962,P08700,0.0.0.0,0
243965,P08887,0.0.0.0,0
243966,P40189,0.0.0.0,0
243967,P05231,0.0.0.0,0
243969,P30740,0.0.0.0,0
243971,Q9NV31,0.0.0.0,0
243972,Q6PI98,0.0.0.0,0
243973,P15260,0.0.0.0,0
243974,P38484,0.0.0.0,0
243975,P05111,0.0.0.0,0
243978,Q14641,0.0.0.0,0
243979,Q01101,0.0.0.0,0
243981,Q9UL03,0.0.0.0,0
243983,P05154,0.0.0.0,0
243989,Q27J81,0.0.0.0,0
243991,Q8IU57,0.0.0.0,0
243993,Q9H0H0,0.0.0.0,0
243994,Q96HW7,0.0.0.0,0
243997,Q6DN90,0.0.0.0,0
243998,Q13576,0.0.0.0,0
244000,Q92985,0.0.0.0,0
244007,P26006,0.0.0.0,0
244008,P05106,0.0.0.0,0
244009,P26010,0.0.0.0,0
244010,P26012,0.0.0.0,0
244011,O14713,0.0.0.0,0
244013,P15884,0.0.0.0,0
244014,P19823,0.0.0.0,0
244015,Q8IYV9,0.0.0.0,0
244024,Q6A162,0.0.0.0,0
244025,Q15323,0.0.0.0,0
244026,P04264,0.0.0.0,0
244027,P48668,0.0.0.0,0
244032,Q6PIL6,0.0.0.0,0
244033,Q16558,0.0.0.0,0
244035,Q14003,0.0.0.0,0
244036,Q9Y6J6,0.0.0.0,0
244037,Q96L42,0.0.0.0,0
244039,P57789,0.0.0.0,0
244040,Q7Z418,0.0.0.0,0
244042,P51787,0.0.0.0,0
244043,O43525,0.0.0.0,0
244046,Q719H9,0.0.0.0,0
244047,Q7L273,0.0.0.0,0
244050,O95235,0.0.0.0,0
244051,Q7Z4S6,0.0.0.0,0
244054,Q8IX03,0.0.0.0,0
244055,Q9NS87,0.0.0.0,0
244057,Q12756,0.0.0.0,0
244058,O60333,0.0.0.0,0
244060,O00139,0.0.0.0,0
244061,O95239,0.0.0.0,0
244062,Q92845,0.0.0.0,0
244070,Q8NG31,0.0.0.0,0
244072,O95373,0.0.0.0,0
244075,O43187,0.0.0.0,0
244076,P10914,0.0.0.0,0
244077,P18564,0.0.0.0,0
244079,Q86UX2,0.0.0.0,0
244081,Q15811,0.0.0.0,0
244082,Q9NZM3,0.0.0.0,0
244083,Q96ST2,0.0.0.0,0
244084,Q6IE81,0.0.0.0,0
244085,Q86T24,0.0.0.0,0
244086,Q7Z3B3,0.0.0.0,0
244087,Q96T55,0.0.0.0,0
244090,O15554,0.0.0.0,0
244091,Q9NR82,0.0.0.0,0
244092,O75525,0.0.0.0,0
244094,Q8NI77,0.0.0.0,0
244095,Q86Y91,0.0.0.0,0
244097,P43626,0.0.0.0,0
244098,Q99706,0.0.0.0,0
244101,Q15058,0.0.0.0,0
244109,Q9H9L4,0.0.0.0,0
244110,Q9P2N6,0.0.0.0,0
244115,Q96EK5,0.0.0.0,0
244116,Q8N5Z5,0.0.0.0,0
244117,Q9NS61,0.0.0.0,0
244118,Q86W47,0.0.0.0,0
244120,P22459,0.0.0.0,0
244121,P22460,0.0.0.0,0
244123,P48547,0.0.0.0,0
244125,P15382,0.0.0.0,0
244126,Q9Y6H6,0.0.0.0,0
244127,Q12809,0.0.0.0,0
244129,Q9NPC2,0.0.0.0,0
244132,Q5JUK3,0.0.0.0,0
244134,Q96MP8,0.0.0.0,0
244136,P61371,0.0.0.0,0
244139,P13612,0.0.0.0,0
244140,P23229,0.0.0.0,0
244142,P20701,0.0.0.0,0
244143,P06756,0.0.0.0,0
244144,P05556,0.0.0.0,0
244145,P05107,0.0.0.0,0
244146,P18084,0.0.0.0,0
244147,Q9Y287,0.0.0.0,0
244148,Q9NQC1,0.0.0.0,0
244149,Q92613,0.0.0.0,0
244150,P78504,0.0.0.0,0
244152,Q8WXH2,0.0.0.0,0
244153,P17535,0.0.0.0,0
244154,P05412,0.0.0.0,0
244155,Q9H0B3,0.0.0.0,0
244158,P10644,0.0.0.0,0
244162,Q9Y691,0.0.0.0,0
244163,Q9NPA1,0.0.0.0,0
244164,Q09470,0.0.0.0,0
244165,P22001,0.0.0.0,0
244166,Q8TDN1,0.0.0.0,0
244167,Q9ULD8,0.0.0.0,0
244168,P63252,0.0.0.0,0
244169,O00180,0.0.0.0,0
244172,Q8NI35,0.0.0.0,0
244178,P41236,0.0.0.0,0
244181,O14896,0.0.0.0,0
244182,Q02556,0.0.0.0,0
244183,P00995,0.0.0.0,0
244185,P19827,0.0.0.0,0
244186,Q14624,0.0.0.0,0
244187,Q8WWA0,0.0.0.0,0
244190,Q9Y624,0.0.0.0,0
244194,Q96AA8,0.0.0.0,0
244195,Q7Z3Y7,0.0.0.0,0
244198,Q8NFY9,0.0.0.0,0
244200,P78508,0.0.0.0,0
244201,Q14654,0.0.0.0,0
244206,Q9UK17,0.0.0.0,0
244207,Q9UJ90,0.0.0.0,0
244208,Q96KK3,0.0.0.0,0
244209,Q6UVM3,0.0.0.0,0
244211,Q9NQ38,0.0.0.0,0
244212,Q9ULR0,0.0.0.0,0
244213,Q9UKX5,0.0.0.0,0
244215,P08514,0.0.0.0,0
244216,P17301,0.0.0.0,0
244219,P08648,0.0.0.0,0
244220,P53708,0.0.0.0,0
244221,P11215,0.0.0.0,0
244223,P16144,0.0.0.0,0
244230,O76095,0.0.0.0,0
244232,Q99456,0.0.0.0,0
244233,P02533,0.0.0.0,0
244235,Q7RTS7,0.0.0.0,0
244236,Q8IZA0,0.0.0.0,0
244238,Q8TAE7,0.0.0.0,0
244239,Q9Y257,0.0.0.0,0
244240,Q9H427,0.0.0.0,0
244241,Q96T54,0.0.0.0,0
244244,Q8NC69,0.0.0.0,0
244245,Q15306,0.0.0.0,0
244246,Q06033,0.0.0.0,0
244248,Q9NQX7,0.0.0.0,0
244250,Q8WYK2,0.0.0.0,0
244251,O60303,0.0.0.0,0
244252,P19012,0.0.0.0,0
244253,Q04695,0.0.0.0,0
244255,P08727,0.0.0.0,0
244256,P12035,0.0.0.0,0
244257,Q6KB66,0.0.0.0,0
244260,P13861,0.0.0.0,0
244261,P31323,0.0.0.0,0
244266,Q674X7,0.0.0.0,0
244267,Q9HBE4,0.0.0.0,0
244268,Q5VWK5,0.0.0.0,0
244269,Q9NPF7,0.0.0.0,0
244270,P60568,0.0.0.0,0
244272,O95760,0.0.0.0,0
244274,Q01344,0.0.0.0,0
244276,P10145,0.0.0.0,0
244277,Q12905,0.0.0.0,0
244278,Q12906,0.0.0.0,0
244283,Q14653,0.0.0.0,0
244287,O75578,0.0.0.0,0
244288,P56199,0.0.0.0,0
244290,P20702,0.0.0.0,0
244296,Q9BX67,0.0.0.0,0
244297,Q86VZ6,0.0.0.0,0
244299,O60271,0.0.0.0,0
244307,Q6P597,0.0.0.0,0
244308,O95600,0.0.0.0,0
244309,Q96M94,0.0.0.0,0
244310,Q53GT1,0.0.0.0,0
244311,Q2TBA0,0.0.0.0,0
244312,Q9UH77,0.0.0.0,0
244314,Q13241,0.0.0.0,0
244322,P60410,0.0.0.0,0
244323,P60412,0.0.0.0,0
244324,P59991,0.0.0.0,0
244325,Q9BYR5,0.0.0.0,0
244326,Q701N4,0.0.0.0,0
244327,P26371,0.0.0.0,0
244328,Q9NSB2,0.0.0.0,0
244329,P06312,0.0.0.0,0
244330,P01611,0.0.0.0,0
244332,P00709,0.0.0.0,0
244333,Q13753,0.0.0.0,0
244334,P11279,0.0.0.0,0
244336,Q9UQV4,0.0.0.0,0
244339,Q6PKG0,0.0.0.0,0
244340,Q71RC2,0.0.0.0,0
244341,Q4G0J3,0.0.0.0,0
244342,Q9Y4W2,0.0.0.0,0
244344,O43561,0.0.0.0,0
244347,Q5T7P3,0.0.0.0,0
244352,P17275,0.0.0.0,0
244355,P13645,0.0.0.0,0
244356,P29622,0.0.0.0,0
244358,Q14678,0.0.0.0,0
244363,O60928,0.0.0.0,0
244365,Q9NYG8,0.0.0.0,0
244366,O95279,0.0.0.0,0
244367,Q9BQ31,0.0.0.0,0
244368,Q8TDN2,0.0.0.0,0
244371,O60938,0.0.0.0,0
244372,Q8N4N8,0.0.0.0,0
244373,Q99661,0.0.0.0,0
244375,Q9HAQ2,0.0.0.0,0
244376,Q07866,0.0.0.0,0
244378,Q6PID8,0.0.0.0,0
244379,Q13118,0.0.0.0,0
244380,Q9Y4X4,0.0.0.0,0
244381,Q13886,0.0.0.0,0
244382,Q9P2G9,0.0.0.0,0
244384,Q9BQ66,0.0.0.0,0
244385,Q9BYR7,0.0.0.0,0
244388,Q5VV43,0.0.0.0,0
244389,Q6UXG2,0.0.0.0,0
244390,P05783,0.0.0.0,0
244392,Q8N1N4,0.0.0.0,0
244397,Q9H1H9,0.0.0.0,0
244398,Q96Q89,0.0.0.0,0
244399,P52732,0.0.0.0,0
244400,Q14807,0.0.0.0,0
244403,Q9BYQ7,0.0.0.0,0
244404,Q9BYQ0,0.0.0.0,0
244406,Q86UP2,0.0.0.0,0
244407,Q15334,0.0.0.0,0
244409,O75840,0.0.0.0,0
244410,Q2WGJ6,0.0.0.0,0
244411,Q8IXQ5,0.0.0.0,0
244412,Q86Z14,0.0.0.0,0
244417,P01042,0.0.0.0,0
244419,P50748,0.0.0.0,0
244420,Q9Y664,0.0.0.0,0
244421,Q9BYQ6,0.0.0.0,0
244422,P0C7H8,0.0.0.0,0
244424,Q9BYQ2,0.0.0.0,0
244426,Q8NCW0,0.0.0.0,0
244428,Q9BVA0,0.0.0.0,0
244429,P01599,0.0.0.0,0
244430,Q9BQD3,0.0.0.0,0
244431,Q6GTX8,0.0.0.0,0
244432,Q9Y6N6,0.0.0.0,0
244435,O43813,0.0.0.0,0
244436,Q92615,0.0.0.0,0
244438,Q8IWV1,0.0.0.0,0
244439,Q86UK5,0.0.0.0,0
244441,P18428,0.0.0.0,0
244445,O95751,0.0.0.0,0
244446,O75829,0.0.0.0,0
244447,P17931,0.0.0.0,0
244449,Q8NC56,0.0.0.0,0
244452,Q13887,0.0.0.0,0
244454,Q53G59,0.0.0.0,0
244457,D3W0D1,0.0.0.0,0
244460,P46019,0.0.0.0,0
244461,Q9BYR3,0.0.0.0,0
244462,Q9BYR0,0.0.0.0,0
244463,Q6L8H2,0.0.0.0,0
244464,Q9BYQ4,0.0.0.0,0
244468,Q5T7P2,0.0.0.0,0
244472,P19256,0.0.0.0,0
244473,O00292,0.0.0.0,0
244474,O95970,0.0.0.0,0
244476,Q13601,0.0.0.0,0
244477,P01619,0.0.0.0,0
244478,P32004,0.0.0.0,0
244479,Q6P1M3,0.0.0.0,0
244484,P55268,0.0.0.0,0
244485,Q14847,0.0.0.0,0
244486,Q14739,0.0.0.0,0
244490,Q9UJU2,0.0.0.0,0
244493,P42702,0.0.0.0,0
244494,P15018,0.0.0.0,0
244495,Q9NXV2,0.0.0.0,0
244496,Q14145,0.0.0.0,0
244499,Q07666,0.0.0.0,0
244501,Q9NQT8,0.0.0.0,0
244502,Q96L93,0.0.0.0,0
244507,P43629,0.0.0.0,0
244508,Q5T7B8,0.0.0.0,0
244509,O15066,0.0.0.0,0
244511,Q2M1P5,0.0.0.0,0
244513,O60870,0.0.0.0,0
244520,Q9Y5W3,0.0.0.0,0
244521,Q9P2N7,0.0.0.0,0
244522,Q9Y2M5,0.0.0.0,0
244523,Q9UJP4,0.0.0.0,0
244524,O60662,0.0.0.0,0
244526,Q96E93,0.0.0.0,0
244530,Q93100,0.0.0.0,0
244531,O60256,0.0.0.0,0
244534,Q5VWX1,0.0.0.0,0
244537,Q6UWL6,0.0.0.0,0
244538,Q15726,0.0.0.0,0
244539,Q2M2Z5,0.0.0.0,0
244540,Q99612,0.0.0.0,0
244542,Q9NZS2,0.0.0.0,0
244546,Q5T749,0.0.0.0,0
244547,P60370,0.0.0.0,0
244549,Q9NVR5,0.0.0.0,0
244550,Q13094,0.0.0.0,0
244554,P47929,0.0.0.0,0
244555,P48048,0.0.0.0,0
244556,O14649,0.0.0.0,0
244558,P56696,0.0.0.0,0
244560,A8MYU2,0.0.0.0,0
244564,O43896,0.0.0.0,0
244565,Q02241,0.0.0.0,0
244571,Q969F8,0.0.0.0,0
244572,P60409,0.0.0.0,0
244573,P60329,0.0.0.0,0
244578,Q6ZP29,0.0.0.0,0
244580,P05455,0.0.0.0,0
244588,P59990,0.0.0.0,0
244589,P60328,0.0.0.0,0
244591,P01597,0.0.0.0,0
244592,P06310,0.0.0.0,0
244593,P06315,0.0.0.0,0
244597,A4D0S4,0.0.0.0,0
244598,P11047,0.0.0.0,0
244599,P13473,0.0.0.0,0
244600,Q9UJQ1,0.0.0.0,0
244602,Q9NS86,0.0.0.0,0
244604,Q9UHI5,0.0.0.0,0
244606,Q6UX15,0.0.0.0,0
244607,Q9Y383,0.0.0.0,0
244608,Q86VQ0,0.0.0.0,0
244609,Q5TA81,0.0.0.0,0
244611,Q9BYR4,0.0.0.0,0
244612,Q9BYQ5,0.0.0.0,0
244613,Q6L8G9,0.0.0.0,0
244616,P78385,0.0.0.0,0
244621,P24043,0.0.0.0,0
244622,Q16787,0.0.0.0,0
244623,O15230,0.0.0.0,0
244625,Q13751,0.0.0.0,0
244628,P42166,0.0.0.0,0
244630,Q5T752,0.0.0.0,0
244631,Q05315,0.0.0.0,0
244633,O75473,0.0.0.0,0
244636,Q96JN0,0.0.0.0,0
244641,Q5T700,0.0.0.0,0
244642,P50851,0.0.0.0,0
244646,O15116,0.0.0.0,0
244647,Q86X29,0.0.0.0,0
244648,Q9HCC9,0.0.0.0,0
244649,Q15722,0.0.0.0,0
244651,Q6P1Q0,0.0.0.0,0
244652,Q6IAA8,0.0.0.0,0
244657,P16150,0.0.0.0,0
244663,Q9UHB6,0.0.0.0,0
244668,Q969R5,0.0.0.0,0
244674,Q9HBW0,0.0.0.0,0
244676,Q2I0M4,0.0.0.0,0
244677,O75112,0.0.0.0,0
244680,P09382,0.0.0.0,0
244681,O00214,0.0.0.0,0
244682,Q96BZ8,0.0.0.0,0
244683,Q8WVC0,0.0.0.0,0
244684,Q86W92,0.0.0.0,0
244686,Q12907,0.0.0.0,0
244687,Q96JM7,0.0.0.0,0
244688,P02545,0.0.0.0,0
244689,Q8TAP4,0.0.0.0,0
244695,P42704,0.0.0.0,0
244696,Q93052,0.0.0.0,0
244698,P62310,0.0.0.0,0
244701,P33241,0.0.0.0,0
244702,Q969X1,0.0.0.0,0
244713,Q9NUP9,0.0.0.0,0
244714,Q5TKA1,0.0.0.0,0
244718,P01130,0.0.0.0,0
244723,Q9HC24,0.0.0.0,0
244724,Q9HAP6,0.0.0.0,0
244728,A6NI73,0.0.0.0,0
244729,Q8NHJ6,0.0.0.0,0
244730,Q17RB8,0.0.0.0,0
244733,Q08380,0.0.0.0,0
244742,P48059,0.0.0.0,0
244746,Q6MZP7,0.0.0.0,0
244748,O14910,0.0.0.0,0
244750,Q9H0V9,0.0.0.0,0
244751,Q9C0E8,0.0.0.0,0
244753,P01624,0.0.0.0,0
244755,Q16363,0.0.0.0,0
244759,Q13571,0.0.0.0,0
244760,Q659C4,0.0.0.0,0
244762,O75387,0.0.0.0,0
244765,Q5TA78,0.0.0.0,0
244766,P31025,0.0.0.0,0
244769,O14960,0.0.0.0,0
244773,O95202,0.0.0.0,0
244776,Q9UGP4,0.0.0.0,0
244777,Q9H400,0.0.0.0,0
244778,Q13136,0.0.0.0,0
244780,P61326,0.0.0.0,0
244785,P30301,0.0.0.0,0
244786,Q9H081,0.0.0.0,0
244787,Q9NXB0,0.0.0.0,0
244790,Q14165,0.0.0.0,0
244792,P40692,0.0.0.0,0
244793,Q9BXW4,0.0.0.0,0
244796,Q9UH92,0.0.0.0,0
244798,P55081,0.0.0.0,0
244800,Q13361,0.0.0.0,0
244802,Q6UXV4,0.0.0.0,0
244807,Q9H8S9,0.0.0.0,0
244814,Q8NHS3,0.0.0.0,0
244815,Q7L4E1,0.0.0.0,0
244816,Q8IY33,0.0.0.0,0
244817,Q7Z6M3,0.0.0.0,0
244818,Q8N183,0.0.0.0,0
244820,P03971,0.0.0.0,0
244821,O75030,0.0.0.0,0
244823,P21741,0.0.0.0,0
244825,Q9GZQ8,0.0.0.0,0
244828,Q99583,0.0.0.0,0
244829,Q15014,0.0.0.0,0
244831,Q9HD47,0.0.0.0,0
244832,Q16653,0.0.0.0,0
244835,Q14149,0.0.0.0,0
244837,Q86XN8,0.0.0.0,0
244838,Q86YR7,0.0.0.0,0
244840,O75121,0.0.0.0,0
244841,Q08431,0.0.0.0,0
244843,Q9NX63,0.0.0.0,0
244844,Q9BUR5,0.0.0.0,0
244845,Q29983,0.0.0.0,0
244847,Q8N108,0.0.0.0,0
244850,Q5HYA8,0.0.0.0,0
244857,Q9H8L6,0.0.0.0,0
244858,Q6ZRQ5,0.0.0.0,0
244859,P41218,0.0.0.0,0
244860,Q9Y6X9,0.0.0.0,0
244863,O75970,0.0.0.0,0
244864,O95297,0.0.0.0,0
244865,P49959,0.0.0.0,0
244868,Q92887,0.0.0.0,0
244869,O15440,0.0.0.0,0
244870,Q96J65,0.0.0.0,0
244871,Q9Y6F6,0.0.0.0,0
244873,Q9UBU8,0.0.0.0,0
244883,Q99547,0.0.0.0,0
244884,Q8TAP9,0.0.0.0,0
244885,Q14168,0.0.0.0,0
244887,P11717,0.0.0.0,0
244888,P39210,0.0.0.0,0
244891,Q9NV56,0.0.0.0,0
244892,P33527,0.0.0.0,0
244893,O15439,0.0.0.0,0
244894,Q5T3U5,0.0.0.0,0
244895,Q9NYP9,0.0.0.0,0
244897,Q8N5Y2,0.0.0.0,0
244900,P43246,0.0.0.0,0
244904,Q9UHC1,0.0.0.0,0
244906,Q8NB16,0.0.0.0,0
244913,Q2QL34,0.0.0.0,0
244915,Q96HT8,0.0.0.0,0
244916,P20585,0.0.0.0,0
244918,Q13421,0.0.0.0,0
244920,Q9BQA1,0.0.0.0,0
244925,Q96T58,0.0.0.0,0
244926,Q8TD10,0.0.0.0,0
244933,Q7L9L4,0.0.0.0,0
244936,Q9NPJ1,0.0.0.0,0
244937,Q969V6,0.0.0.0,0
244941,Q9H492,0.0.0.0,0
244943,P10916,0.0.0.0,0
244946,Q8TF71,0.0.0.0,0
244947,O60669,0.0.0.0,0
244948,P36021,0.0.0.0,0
244949,Q00325,0.0.0.0,0
244951,Q5T2T1,0.0.0.0,0
244952,Q99549,0.0.0.0,0
244953,P20645,0.0.0.0,0
244964,Q69YI7,0.0.0.0,0
244966,P59047,0.0.0.0,0
244971,P19878,0.0.0.0,0
244972,O60721,0.0.0.0,0
244973,Q8NFF2,0.0.0.0,0
244974,Q969V3,0.0.0.0,0
244975,Q13772,0.0.0.0,0
244977,Q8NI08,0.0.0.0,0
244981,Q92802,0.0.0.0,0
244983,Q9BXJ9,0.0.0.0,0
244984,Q14CX7,0.0.0.0,0
244995,Q9H6Q4,0.0.0.0,0
244997,Q14596,0.0.0.0,0
244998,Q14919,0.0.0.0,0
245002,Q9GZM8,0.0.0.0,0
245005,P17677,0.0.0.0,0
245006,P21359,0.0.0.0,0
245007,Q16236,0.0.0.0,0
245015,P13533,0.0.0.0,0
245016,P12883,0.0.0.0,0
245017,P08590,0.0.0.0,0
245021,Q58DX5,0.0.0.0,0
245022,P60321,0.0.0.0,0
245023,Q8NEY1,0.0.0.0,0
245024,O60934,0.0.0.0,0
245030,Q9BT17,0.0.0.0,0
