Protein UniProt Acc.,EC Number,isEnzyme
P35249,0.0.0.0,0
P48382,0.0.0.0,0
Q9UGC6,0.0.0.0,0
Q6PJF5,0.0.0.0,0
P98171,0.0.0.0,0
Q68EM7,0.0.0.0,0
Q5T5U3,0.0.0.0,0
Q8N264,0.0.0.0,0
Q9UNA1,0.0.0.0,0
Q6ZUM4,0.0.0.0,0
Q2M1Z3,0.0.0.0,0
A7KAX9,0.0.0.0,0
Q9HBH0,0.0.0.0,0
Q9BQY4,0.0.0.0,0
Q4ADV7,0.0.0.0,0
O95980,0.0.0.0,0
Q13123,0.0.0.0,0
Q96HR9,0.0.0.0,0
Q9BYZ8,0.0.0.0,0
Q8WXF3,0.0.0.0,0
O75787,0.0.0.0,0
Q9P2R6,0.0.0.0,0
P09455,0.0.0.0,0
Q6NW40,0.0.0.0,0
Q9H310,0.0.0.0,0
P18577,0.0.0.0,0
Q7Z5H3,0.0.0.0,0
Q9BSD3,0.0.0.0,0
O00212,0.0.0.0,0
P84095,0.0.0.0,0
P27694,0.0.0.0,0
Q6WKZ4,0.0.0.0,0
Q86YS3,0.0.0.0,0
Q9BXF6,0.0.0.0,0
P22670,0.0.0.0,0
Q13972,0.0.0.0,0
P47804,0.0.0.0,0
O14924,0.0.0.0,0
O43566,0.0.0.0,0
P49795,0.0.0.0,0
Q08116,0.0.0.0,0
P49796,0.0.0.0,0
Q15382,0.0.0.0,0
Q96QB1,0.0.0.0,0
P61586,0.0.0.0,0
P62745,0.0.0.0,0
Q9UFD9,0.0.0.0,0
Q92963,0.0.0.0,0
Q9H1J1,0.0.0.0,0
Q9UGC7,0.0.0.0,0
O43251,0.0.0.0,0
Q8HWS3,0.0.0.0,0
Q9H0H5,0.0.0.0,0
P49758,0.0.0.0,0
O75916,0.0.0.0,0
Q7L0Q8,0.0.0.0,0
Q5UIP0,0.0.0.0,0
O00287,0.0.0.0,0
Q2PPJ7,0.0.0.0,0
O15492,0.0.0.0,0
O76081,0.0.0.0,0
Q96CC6,0.0.0.0,0
Q9BRR9,0.0.0.0,0
Q8N392,0.0.0.0,0
Q52LW3,0.0.0.0,0
Q7Z6I6,0.0.0.0,0
Q9H4E5,0.0.0.0,0
Q7Z5B4,0.0.0.0,0
P62913,0.0.0.0,0
P40429,0.0.0.0,0
O14593,0.0.0.0,0
Q6ZVN8,0.0.0.0,0
Q92546,0.0.0.0,0
Q5JS13,0.0.0.0,0
O43665,0.0.0.0,0
P41220,0.0.0.0,0
Q02094,0.0.0.0,0
Q86UR5,0.0.0.0,0
Q13671,0.0.0.0,0
Q86UA6,0.0.0.0,0
P18077,0.0.0.0,0
Q9Y3U8,0.0.0.0,0
P61513,0.0.0.0,0
Q9NSD7,0.0.0.0,0
P62888,0.0.0.0,0
P83881,0.0.0.0,0
P62987,0.0.0.0,0
P36578,0.0.0.0,0
P46777,0.0.0.0,0
P62424,0.0.0.0,0
P84098,0.0.0.0,0
P42766,0.0.0.0,0
O94763,0.0.0.0,0
P35268,0.0.0.0,0
P62829,0.0.0.0,0
P61353,0.0.0.0,0
P62891,0.0.0.0,0
P39023,0.0.0.0,0
P61927,0.0.0.0,0
Q9NWU5,0.0.0.0,0
Q9Y6G3,0.0.0.0,0
P47914,0.0.0.0,0
P62917,0.0.0.0,0
P05388,0.0.0.0,0
P32969,0.0.0.0,0
P05387,0.0.0.0,0
Q9BZE1,0.0.0.0,0
Q8N983,0.0.0.0,0
P63173,0.0.0.0,0
Q13129,0.0.0.0,0
Q16540,0.0.0.0,0
Q9H2W6,0.0.0.0,0
Q96LZ7,0.0.0.0,0
Q96E14,0.0.0.0,0
Q9NVU0,0.0.0.0,0
Q9Y535,0.0.0.0,0
Q8TEU7,0.0.0.0,0
P62070,0.0.0.0,0
Q9P2E9,0.0.0.0,0
Q92766,0.0.0.0,0
P62244,0.0.0.0,0
P62249,0.0.0.0,0
O15514,0.0.0.0,0
P62487,0.0.0.0,0
O95398,0.0.0.0,0
Q15050,0.0.0.0,0
P62277,0.0.0.0,0
O15160,0.0.0.0,0
Q14690,0.0.0.0,0
P62280,0.0.0.0,0
Q9NQL2,0.0.0.0,0
P25398,0.0.0.0,0
P60866,0.0.0.0,0
P42677,0.0.0.0,0
O15446,0.0.0.0,0
Q9BUI4,0.0.0.0,0
Q5VZM2,0.0.0.0,0
P62318,0.0.0.0,0
Q8TAQ2,0.0.0.0,0
P60880,0.0.0.0,0
Q13487,0.0.0.0,0
O75971,0.0.0.0,0
Q13884,0.0.0.0,0
O43290,0.0.0.0,0
Q7Z614,0.0.0.0,0
O60749,0.0.0.0,0
O94956,0.0.0.0,0
P50452,0.0.0.0,0
O75940,0.0.0.0,0
Q14515,0.0.0.0,0
Q7KZ85,0.0.0.0,0
Q9C004,0.0.0.0,0
O15042,0.0.0.0,0
Q96GP6,0.0.0.0,0
Q14162,0.0.0.0,0
Q9UGK8,0.0.0.0,0
O75044,0.0.0.0,0
P84103,0.0.0.0,0
Q08170,0.0.0.0,0
Q9BRL6,0.0.0.0,0
Q9BWW4,0.0.0.0,0
Q14714,0.0.0.0,0
Q13291,0.0.0.0,0
Q9P270,0.0.0.0,0
Q9H6Q3,0.0.0.0,0
Q07837,0.0.0.0,0
O15105,0.0.0.0,0
Q9UHJ3,0.0.0.0,0
Q14683,0.0.0.0,0
Q07889,0.0.0.0,0
O94993,0.0.0.0,0
Q8NBT2,0.0.0.0,0
Q9Y657,0.0.0.0,0
O43291,0.0.0.0,0
O95149,0.0.0.0,0
Q9H2V7,0.0.0.0,0
Q9BUD6,0.0.0.0,0
Q01082,0.0.0.0,0
Q8N9Q2,0.0.0.0,0
Q9H4F8,0.0.0.0,0
O43759,0.0.0.0,0
Q9BV90,0.0.0.0,0
Q6IEG0,0.0.0.0,0
P09012,0.0.0.0,0
Q9NSN8,0.0.0.0,0
Q53GS9,0.0.0.0,0
Q9Y5W7,0.0.0.0,0
P57768,0.0.0.0,0
Q6ZQN7,0.0.0.0,0
O14508,0.0.0.0,0
Q7Z698,0.0.0.0,0
O15020,0.0.0.0,0
Q9NRC6,0.0.0.0,0
Q969W0,0.0.0.0,0
Q96JX3,0.0.0.0,0
O43295,0.0.0.0,0
Q92783,0.0.0.0,0
Q14849,0.0.0.0,0
P42224,0.0.0.0,0
Q9Y3P8,0.0.0.0,0
Q96BD8,0.0.0.0,0
Q86WV1,0.0.0.0,0
Q9Y448,0.0.0.0,0
P12755,0.0.0.0,0
Q0VAQ4,0.0.0.0,0
P62316,0.0.0.0,0
P54920,0.0.0.0,0
O95863,0.0.0.0,0
Q5SXM2,0.0.0.0,0
Q13424,0.0.0.0,0
Q13425,0.0.0.0,0
Q9NY99,0.0.0.0,0
Q9Y5X0,0.0.0.0,0
Q9NRS6,0.0.0.0,0
Q92543,0.0.0.0,0
Q9Y6L6,0.0.0.0,0
P01241,0.0.0.0,0
Q9HB58,0.0.0.0,0
Q15506,0.0.0.0,0
P08047,0.0.0.0,0
Q8NA61,0.0.0.0,0
O75934,0.0.0.0,0
Q8N0Z3,0.0.0.0,0
Q14159,0.0.0.0,0
P09486,0.0.0.0,0
O43597,0.0.0.0,0
O75494,0.0.0.0,0
P28290,0.0.0.0,0
Q9NTJ3,0.0.0.0,0
B2RUZ4,0.0.0.0,0
Q8NCR6,0.0.0.0,0
Q9Y6H5,0.0.0.0,0
Q7KZF4,0.0.0.0,0
Q5SQN1,0.0.0.0,0
Q92966,0.0.0.0,0
Q8WY21,0.0.0.0,0
P30626,0.0.0.0,0
Q9BQ15,0.0.0.0,0
Q8NEM7,0.0.0.0,0
P36952,0.0.0.0,0
Q9HBM1,0.0.0.0,0
Q5TCZ1,0.0.0.0,0
Q9NZQ3,0.0.0.0,0
O43791,0.0.0.0,0
Q96JI7,0.0.0.0,0
Q12772,0.0.0.0,0
O94875,0.0.0.0,0
P0DJJ0,0.0.0.0,0
Q9UQ35,0.0.0.0,0
Q9NP31,0.0.0.0,0
P48764,0.0.0.0,0
Q92581,0.0.0.0,0
Q13485,0.0.0.0,0
Q92922,0.0.0.0,0
Q96H20,0.0.0.0,0
Q9Y5X3,0.0.0.0,0
Q9Y5X1,0.0.0.0,0
Q9NYB5,0.0.0.0,0
Q92959,0.0.0.0,0
Q9UIG8,0.0.0.0,0
O94964,0.0.0.0,0
Q96R06,0.0.0.0,0
Q9UM82,0.0.0.0,0
O95238,0.0.0.0,0
Q96EA4,0.0.0.0,0
Q9H9C1,0.0.0.0,0
Q2M3C7,0.0.0.0,0
Q7Z699,0.0.0.0,0
Q9H040,0.0.0.0,0
Q15637,0.0.0.0,0
Q15428,0.0.0.0,0
P63208,0.0.0.0,0
Q86UD5,0.0.0.0,0
Q15797,0.0.0.0,0
Q9UQE7,0.0.0.0,0
Q16637,0.0.0.0,0
Q99747,0.0.0.0,0
Q96DI7,0.0.0.0,0
Q15036,0.0.0.0,0
Q13596,0.0.0.0,0
O60493,0.0.0.0,0
Q9UNH7,0.0.0.0,0
Q13342,0.0.0.0,0
Q02086,0.0.0.0,0
Q07617,0.0.0.0,0
O75602,0.0.0.0,0
Q99932,0.0.0.0,0
Q9P0W8,0.0.0.0,0
Q15393,0.0.0.0,0
Q9Y371,0.0.0.0,0
Q13796,0.0.0.0,0
O60292,0.0.0.0,0
O75182,0.0.0.0,0
O95391,0.0.0.0,0
O95347,0.0.0.0,0
Q8IY18,0.0.0.0,0
Q96SB8,0.0.0.0,0
P23497,0.0.0.0,0
Q9H0E3,0.0.0.0,0
Q13435,0.0.0.0,0
Q92765,0.0.0.0,0
P35247,0.0.0.0,0
Q9UQQ2,0.0.0.0,0
Q5HYK7,0.0.0.0,0
Q92529,0.0.0.0,0
Q6IA17,0.0.0.0,0
O15389,0.0.0.0,0
O43699,0.0.0.0,0
Q9Y336,0.0.0.0,0
Q9BRT9,0.0.0.0,0
Q96PX8,0.0.0.0,0
O75094,0.0.0.0,0
P03973,0.0.0.0,0
Q969G3,0.0.0.0,0
Q9Y5B9,0.0.0.0,0
Q9UGT4,0.0.0.0,0
Q9BRV3,0.0.0.0,0
Q6ZMZ3,0.0.0.0,0
P49675,0.0.0.0,0
P02808,0.0.0.0,0
Q86WV6,0.0.0.0,0
O75558,0.0.0.0,0
Q86Y82,0.0.0.0,0
O14662,0.0.0.0,0
Q93045,0.0.0.0,0
Q9NRL3,0.0.0.0,0
Q5VSL9,0.0.0.0,0
P56962,0.0.0.0,0
O43752,0.0.0.0,0
P61956,0.0.0.0,0
Q15022,0.0.0.0,0
Q9UQF0,0.0.0.0,0
Q9NYW4,0.0.0.0,0
Q8IWZ8,0.0.0.0,0
O75486,0.0.0.0,0
Q15526,0.0.0.0,0
P60508,0.0.0.0,0
Q8IYJ3,0.0.0.0,0
Q92797,0.0.0.0,0
Q9UMS6,0.0.0.0,0
Q8N3V7,0.0.0.0,0
Q9UMZ2,0.0.0.0,0
P37840,0.0.0.0,0
Q9NYW7,0.0.0.0,0
Q9NYJ8,0.0.0.0,0
Q96BN2,0.0.0.0,0
Q13148,0.0.0.0,0
Q12962,0.0.0.0,0
Q15544,0.0.0.0,0
Q9H5J8,0.0.0.0,0
Q4LDE5,0.0.0.0,0
Q8NHG7,0.0.0.0,0
O15061,0.0.0.0,0
Q15543,0.0.0.0,0
Q15573,0.0.0.0,0
Q53T94,0.0.0.0,0
Q15572,0.0.0.0,0
O75529,0.0.0.0,0
Q7Z7C8,0.0.0.0,0
Q3MII6,0.0.0.0,0
Q15814,0.0.0.0,0
Q86TI0,0.0.0.0,0
P08247,0.0.0.0,0
Q8TDW5,0.0.0.0,0
Q9NUM4,0.0.0.0,0
Q24JP5,0.0.0.0,0
Q8N5C8,0.0.0.0,0
Q92844,0.0.0.0,0
Q03518,0.0.0.0,0
Q9NX61,0.0.0.0,0
Q53R12,0.0.0.0,0
Q9NYW5,0.0.0.0,0
P10636,0.0.0.0,0
Q9NU19,0.0.0.0,0
Q71U36,0.0.0.0,0
P04350,0.0.0.0,0
Q9BT92,0.0.0.0,0
P78371,0.0.0.0,0
Q7Z6L1,0.0.0.0,0
P40227,0.0.0.0,0
Q9H147,0.0.0.0,0
Q00059,0.0.0.0,0
P48307,0.0.0.0,0
Q8WUH2,0.0.0.0,0
P61812,0.0.0.0,0
Q96EK4,0.0.0.0,0
Q9NVV9,0.0.0.0,0
P10828,0.0.0.0,0
Q16594,0.0.0.0,0
Q99426,0.0.0.0,0
P62380,0.0.0.0,0
O15119,0.0.0.0,0
Q86XR7,0.0.0.0,0
Q15560,0.0.0.0,0
Q9UL49,0.0.0.0,0
P17987,0.0.0.0,0
P49368,0.0.0.0,0
Q99832,0.0.0.0,0
Q9Y4R8,0.0.0.0,0
O15273,0.0.0.0,0
Q68CZ2,0.0.0.0,0
Q99973,0.0.0.0,0
Q9NXF1,0.0.0.0,0
P01135,0.0.0.0,0
Q9BT49,0.0.0.0,0
P05543,0.0.0.0,0
P52657,0.0.0.0,0
P29084,0.0.0.0,0
P35269,0.0.0.0,0
Q9Y228,0.0.0.0,0
O75410,0.0.0.0,0
P40200,0.0.0.0,0
O75478,0.0.0.0,0
Q8IZX4,0.0.0.0,0
Q15542,0.0.0.0,0
Q9UK61,0.0.0.0,0
Q8IV04,0.0.0.0,0
Q9C0C2,0.0.0.0,0
Q9H4B7,0.0.0.0,0
Q13509,0.0.0.0,0
Q8TC07,0.0.0.0,0
Q9P0N9,0.0.0.0,0
Q99593,0.0.0.0,0
P56279,0.0.0.0,0
Q8TDR4,0.0.0.0,0
P50990,0.0.0.0,0
O15040,0.0.0.0,0
A2RU30,0.0.0.0,0
Q92759,0.0.0.0,0
Q01664,0.0.0.0,0
Q08629,0.0.0.0,0
O00268,0.0.0.0,0
Q9Y6J9,0.0.0.0,0
Q9BVV6,0.0.0.0,0
Q9H2D6,0.0.0.0,0
Q4KMP7,0.0.0.0,0
Q8WUA7,0.0.0.0,0
Q9P2M4,0.0.0.0,0
O75347,0.0.0.0,0
Q92609,0.0.0.0,0
O95759,0.0.0.0,0
P23258,0.0.0.0,0
Q12788,0.0.0.0,0
Q8WWU5,0.0.0.0,0
P13693,0.0.0.0,0
Q8N8B7,0.0.0.0,0
Q969V4,0.0.0.0,0
Q15554,0.0.0.0,0
Q8IWB6,0.0.0.0,0
O95379,0.0.0.0,0
Q9GZN2,0.0.0.0,0
Q9BSW7,0.0.0.0,0
Q6NXT6,0.0.0.0,0
Q96BZ9,0.0.0.0,0
Q3YBR2,0.0.0.0,0
Q15170,0.0.0.0,0
Q8IUC6,0.0.0.0,0
P36402,0.0.0.0,0
P53999,0.0.0.0,0
Q16635,0.0.0.0,0
P68363,0.0.0.0,0
P68371,0.0.0.0,0
Q9HA65,0.0.0.0,0
Q66K14,0.0.0.0,0
Q9BTW9,0.0.0.0,0
Q15813,0.0.0.0,0
Q8TEA7,0.0.0.0,0
Q9BYX2,0.0.0.0,0
Q9UJT1,0.0.0.0,0
Q9BZK7,0.0.0.0,0
O43435,0.0.0.0,0
Q9UL17,0.0.0.0,0
Q5QJE6,0.0.0.0,0
Q2MV58,0.0.0.0,0
Q9UIK5,0.0.0.0,0
Q6XYQ8,0.0.0.0,0
Q17RD7,0.0.0.0,0
Q9HCH5,0.0.0.0,0
Q8WVE7,0.0.0.0,0
Q8IXH6,0.0.0.0,0
Q96RI8,0.0.0.0,0
Q86TJ2,0.0.0.0,0
P37802,0.0.0.0,0
Q969Z0,0.0.0.0,0
P20062,0.0.0.0,0
P50991,0.0.0.0,0
Q9H7E2,0.0.0.0,0
Q9NYB0,0.0.0.0,0
O75443,0.0.0.0,0
P29083,0.0.0.0,0
O75528,0.0.0.0,0
Q6P1X5,0.0.0.0,0
Q92750,0.0.0.0,0
Q5H9L4,0.0.0.0,0
Q15545,0.0.0.0,0
Q9HBM6,0.0.0.0,0
P07437,0.0.0.0,0
Q3ZCM7,0.0.0.0,0
Q9ULP9,0.0.0.0,0
Q9Y2I9,0.0.0.0,0
Q8IZP1,0.0.0.0,0
O60343,0.0.0.0,0
Q9Y4P3,0.0.0.0,0
Q9Y458,0.0.0.0,0
P20061,0.0.0.0,0
P48643,0.0.0.0,0
Q96QE5,0.0.0.0,0
Q86WV5,0.0.0.0,0
P05452,0.0.0.0,0
Q00403,0.0.0.0,0
Q12789,0.0.0.0,0
P15923,0.0.0.0,0
Q6YHU6,0.0.0.0,0
Q5TEJ8,0.0.0.0,0
Q6I9Y2,0.0.0.0,0
Q04724,0.0.0.0,0
Q04725,0.0.0.0,0
Q9H808,0.0.0.0,0
Q9Y490,0.0.0.0,0
O75674,0.0.0.0,0
Q6NUQ4,0.0.0.0,0
Q9HBJ8,0.0.0.0,0
Q9BUB7,0.0.0.0,0
Q6ZXV5,0.0.0.0,0
P50591,0.0.0.0,0
O43508,0.0.0.0,0
P01374,0.0.0.0,0
Q9HAV5,0.0.0.0,0
Q96GM8,0.0.0.0,0
Q8WW24,0.0.0.0,0
Q8WUA4,0.0.0.0,0
Q969F1,0.0.0.0,0
Q5H9I0,0.0.0.0,0
Q9UPZ6,0.0.0.0,0
P01266,0.0.0.0,0
Q99595,0.0.0.0,0
Q96CG3,0.0.0.0,0
Q495A1,0.0.0.0,0
P01033,0.0.0.0,0
P35625,0.0.0.0,0
Q9GZM7,0.0.0.0,0
O00206,0.0.0.0,0
Q8N9M5,0.0.0.0,0
Q9NPI0,0.0.0.0,0
Q9P0N5,0.0.0.0,0
Q96BF3,0.0.0.0,0
Q07654,0.0.0.0,0
P10646,0.0.0.0,0
P0C1Z6,0.0.0.0,0
Q9UP52,0.0.0.0,0
P13726,0.0.0.0,0
P01137,0.0.0.0,0
Q15583,0.0.0.0,0
Q8NI27,0.0.0.0,0
Q86V81,0.0.0.0,0
Q13769,0.0.0.0,0
O60602,0.0.0.0,0
Q9NYK1,0.0.0.0,0
Q6ZVM7,0.0.0.0,0
Q12800,0.0.0.0,0
Q14186,0.0.0.0,0
P19532,0.0.0.0,0
O14948,0.0.0.0,0
P04155,0.0.0.0,0
Q92734,0.0.0.0,0
Q99757,0.0.0.0,0
P16035,0.0.0.0,0
Q9UJW2,0.0.0.0,0
Q9BSI4,0.0.0.0,0
P58753,0.0.0.0,0
Q12893,0.0.0.0,0
Q4V9L6,0.0.0.0,0
Q92544,0.0.0.0,0
P49755,0.0.0.0,0
Q9H3N1,0.0.0.0,0
O95150,0.0.0.0,0
Q15388,0.0.0.0,0
Q8WVT3,0.0.0.0,0
Q9UL33,0.0.0.0,0
P09493,0.0.0.0,0
P10599,0.0.0.0,0
Q96FV9,0.0.0.0,0
Q96J01,0.0.0.0,0
Q9Y3B3,0.0.0.0,0
Q9UHN6,0.0.0.0,0
Q9BXS4,0.0.0.0,0
Q9BSE2,0.0.0.0,0
P23510,0.0.0.0,0
Q9NS68,0.0.0.0,0
P19438,0.0.0.0,0
O75509,0.0.0.0,0
P43489,0.0.0.0,0
Q92547,0.0.0.0,0
Q9ULQ1,0.0.0.0,0
Q9Y5R8,0.0.0.0,0
Q9Y5J6,0.0.0.0,0
Q9Y3Q8,0.0.0.0,0
Q9NYV7,0.0.0.0,0
Q96A56,0.0.0.0,0
Q15750,0.0.0.0,0
O95359,0.0.0.0,0
Q9Y6A5,0.0.0.0,0
P49848,0.0.0.0,0
Q9Y4C2,0.0.0.0,0
Q9HBL0,0.0.0.0,0
P54274,0.0.0.0,0
Q8IYF3,0.0.0.0,0
Q9Y5Q8,0.0.0.0,0
Q8IVF5,0.0.0.0,0
P24821,0.0.0.0,0
Q9UQP3,0.0.0.0,0
Q8IZW8,0.0.0.0,0
Q9UGI8,0.0.0.0,0
Q13889,0.0.0.0,0
Q92994,0.0.0.0,0
Q9Y5Q9,0.0.0.0,0
Q04206,0.0.0.0,0
Q9NQB0,0.0.0.0,0
O43294,0.0.0.0,0
O43493,0.0.0.0,0
Q7Z6K1,0.0.0.0,0
Q9UNS1,0.0.0.0,0
P20366,0.0.0.0,0
Q9UHF0,0.0.0.0,0
P31483,0.0.0.0,0
Q13009,0.0.0.0,0
Q9Y3D7,0.0.0.0,0
Q9BVW5,0.0.0.0,0
O75663,0.0.0.0,0
P47974,0.0.0.0,0
Q9HC07,0.0.0.0,0
Q9UM00,0.0.0.0,0
Q15363,0.0.0.0,0
P17152,0.0.0.0,0
O75888,0.0.0.0,0
P32971,0.0.0.0,0
Q8NFZ5,0.0.0.0,0
P19237,0.0.0.0,0
P19429,0.0.0.0,0
Q9UPQ9,0.0.0.0,0
P50616,0.0.0.0,0
Q8NFQ8,0.0.0.0,0
Q9H0E2,0.0.0.0,0
Q9NS69,0.0.0.0,0
Q8TEL6,0.0.0.0,0
Q12888,0.0.0.0,0
O14925,0.0.0.0,0
O43615,0.0.0.0,0
O60220,0.0.0.0,0
Q9Y5J7,0.0.0.0,0
Q9NR96,0.0.0.0,0
O75204,0.0.0.0,0
Q8IY95,0.0.0.0,0
Q5SNT2,0.0.0.0,0
Q96Q45,0.0.0.0,0
Q9UNG2,0.0.0.0,0
Q06643,0.0.0.0,0
Q92973,0.0.0.0,0
Q9Y5L0,0.0.0.0,0
Q9NP84,0.0.0.0,0
Q92956,0.0.0.0,0
P28908,0.0.0.0,0
Q5JTV8,0.0.0.0,0
Q9UJA5,0.0.0.0,0
P62072,0.0.0.0,0
Q3ZCQ8,0.0.0.0,0
Q07352,0.0.0.0,0
Q15399,0.0.0.0,0
O60603,0.0.0.0,0
O15455,0.0.0.0,0
Q9NR97,0.0.0.0,0
Q9H2S6,0.0.0.0,0
Q93038,0.0.0.0,0
P36941,0.0.0.0,0
P25942,0.0.0.0,0
Q9HCJ0,0.0.0.0,0
P25445,0.0.0.0,0
O60784,0.0.0.0,0
Q15785,0.0.0.0,0
O94826,0.0.0.0,0
Q9P0U1,0.0.0.0,0
Q96HA7,0.0.0.0,0
Q13641,0.0.0.0,0
Q969Z4,0.0.0.0,0
Q15628,0.0.0.0,0
O14763,0.0.0.0,0
Q9UI30,0.0.0.0,0
Q9UPV9,0.0.0.0,0
Q13061,0.0.0.0,0
Q9UBN4,0.0.0.0,0
P02766,0.0.0.0,0
Q9C0H2,0.0.0.0,0
O75386,0.0.0.0,0
Q9BRA2,0.0.0.0,0
P40222,0.0.0.0,0
Q86VQ3,0.0.0.0,0
Q8N427,0.0.0.0,0
P0DI81,0.0.0.0,0
O43399,0.0.0.0,0
P67936,0.0.0.0,0
P07204,0.0.0.0,0
Q96PN7,0.0.0.0,0
Q14142,0.0.0.0,0
Q9BYJ4,0.0.0.0,0
Q8IWZ5,0.0.0.0,0
Q7L0X0,0.0.0.0,0
Q7RTX1,0.0.0.0,0
Q8TE23,0.0.0.0,0
P98066,0.0.0.0,0
O95859,0.0.0.0,0
O95858,0.0.0.0,0
Q12899,0.0.0.0,0
Q9H8W5,0.0.0.0,0
Q9BYV2,0.0.0.0,0
Q9BYV6,0.0.0.0,0
O75382,0.0.0.0,0
Q12816,0.0.0.0,0
Q7Z4N2,0.0.0.0,0
Q9UHF7,0.0.0.0,0
Q7RTX0,0.0.0.0,0
O14817,0.0.0.0,0
P07996,0.0.0.0,0
Q9H2G4,0.0.0.0,0
O43156,0.0.0.0,0
Q6ZVT0,0.0.0.0,0
Q9NRJ4,0.0.0.0,0
Q92563,0.0.0.0,0
Q9BQ16,0.0.0.0,0
Q86X45,0.0.0.0,0
P48553,0.0.0.0,0
Q7Z392,0.0.0.0,0
Q9BX59,0.0.0.0,0
O14798,0.0.0.0,0
Q5T2D2,0.0.0.0,0
Q9HC21,0.0.0.0,0
Q16890,0.0.0.0,0
P40238,0.0.0.0,0
Q9Y2L5,0.0.0.0,0
Q9NZC2,0.0.0.0,0
Q14134,0.0.0.0,0
Q6P9F5,0.0.0.0,0
Q15650,0.0.0.0,0
Q86YW5,0.0.0.0,0
Q8NET8,0.0.0.0,0
Q9HBA0,0.0.0.0,0
Q7Z2Z1,0.0.0.0,0
Q9NPL8,0.0.0.0,0
Q7Z403,0.0.0.0,0
Q8IU68,0.0.0.0,0
Q13445,0.0.0.0,0
Q9HCN3,0.0.0.0,0
Q15025,0.0.0.0,0
Q96KP6,0.0.0.0,0
P45379,0.0.0.0,0
O14787,0.0.0.0,0
Q02223,0.0.0.0,0
O96008,0.0.0.0,0
Q15633,0.0.0.0,0
Q12815,0.0.0.0,0
P48995,0.0.0.0,0
O94759,0.0.0.0,0
Q9H1D0,0.0.0.0,0
Q9BVK6,0.0.0.0,0
Q9P0T7,0.0.0.0,0
O43557,0.0.0.0,0
O95407,0.0.0.0,0
P41273,0.0.0.0,0
O00220,0.0.0.0,0
O14836,0.0.0.0,0
Q96RJ3,0.0.0.0,0
Q9Y2W1,0.0.0.0,0
Q15629,0.0.0.0,0
Q9NP99,0.0.0.0,0
Q9C019,0.0.0.0,0
Q96RU7,0.0.0.0,0
Q9C029,0.0.0.0,0
Q96Q05,0.0.0.0,0
O94811,0.0.0.0,0
P12270,0.0.0.0,0
Q9ULW0,0.0.0.0,0
O00300,0.0.0.0,0
Q13077,0.0.0.0,0
O00463,0.0.0.0,0
Q12931,0.0.0.0,0
Q6PIZ9,0.0.0.0,0
P20396,0.0.0.0,0
O95361,0.0.0.0,0
O43715,0.0.0.0,0
Q15643,0.0.0.0,0
P28289,0.0.0.0,0
P48023,0.0.0.0,0
P63316,0.0.0.0,0
Q9Y6Q6,0.0.0.0,0
P20333,0.0.0.0,0
Q07011,0.0.0.0,0
Q9H497,0.0.0.0,0
O94842,0.0.0.0,0
P55327,0.0.0.0,0
P62995,0.0.0.0,0
P08582,0.0.0.0,0
Q07283,0.0.0.0,0
Q99816,0.0.0.0,0
P49815,0.0.0.0,0
Q9BZW7,0.0.0.0,0
P01222,0.0.0.0,0
Q8NG11,0.0.0.0,0
Q01534,0.0.0.0,0
Q6PGP7,0.0.0.0,0
O43914,0.0.0.0,0
Q9NPG3,0.0.0.0,0
Q14157,0.0.0.0,0
Q13404,0.0.0.0,0
P17480,0.0.0.0,0
Q9NRR5,0.0.0.0,0
P55916,0.0.0.0,0
Q8IX04,0.0.0.0,0
Q9Y210,0.0.0.0,0
P35442,0.0.0.0,0
Q8NBS9,0.0.0.0,0
P10074,0.0.0.0,0
Q8TD43,0.0.0.0,0
Q9Y4A5,0.0.0.0,0
P16473,0.0.0.0,0
O60635,0.0.0.0,0
Q99598,0.0.0.0,0
P35443,0.0.0.0,0
Q15361,0.0.0.0,0
O00294,0.0.0.0,0
Q6A555,0.0.0.0,0
O14530,0.0.0.0,0
P26651,0.0.0.0,0
Q9H313,0.0.0.0,0
Q9H3M7,0.0.0.0,0
O43396,0.0.0.0,0
Q70EL1,0.0.0.0,0
Q9NRE2,0.0.0.0,0
P41732,0.0.0.0,0
O75896,0.0.0.0,0
Q13432,0.0.0.0,0
Q01081,0.0.0.0,0
Q9GZZ9,0.0.0.0,0
O15205,0.0.0.0,0
Q9UMX0,0.0.0.0,0
P57075,0.0.0.0,0
O95847,0.0.0.0,0
P26368,0.0.0.0,0
Q15696,0.0.0.0,0
Q15819,0.0.0.0,0
Q9BSL1,0.0.0.0,0
P0CG47,0.0.0.0,0
O00124,0.0.0.0,0
Q969E3,0.0.0.0,0
O75631,0.0.0.0,0
Q7Z4L5,0.0.0.0,0
Q96AE7,0.0.0.0,0
Q5W5X9,0.0.0.0,0
Q86TV6,0.0.0.0,0
P41226,0.0.0.0,0
Q8NBM4,0.0.0.0,0
Q8NB66,0.0.0.0,0
Q8IV45,0.0.0.0,0
Q9H1C4,0.0.0.0,0
Q6ZN44,0.0.0.0,0
P27449,0.0.0.0,0
P49767,0.0.0.0,0
Q7Z7G8,0.0.0.0,0
Q92558,0.0.0.0,0
Q9UPY6,0.0.0.0,0
Q9Y2W2,0.0.0.0,0
Q969T9,0.0.0.0,0
O75554,0.0.0.0,0
Q96EX3,0.0.0.0,0
